func_name,Deepseek-V3.2,Deepseek-V4-Flash,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct,GPT-5.4-mini
CliFrontendParser.mergeOptions,0.961090882,0.961085862,0.960819383,0.952748262,0.987955214,0.961246622
RuleBasedNumberFormat.getRuleSetDisplayNameLocales,0.965214515,0.930154925,0.939981223,0.925681605,0.832654807,0.960837602
SegmentsUtil.getShort,0.999913936,1,1,0.999947406,0.999918397,1
TaskTable.remove,0.986836609,0.986839788,0.987012974,0.977444754,0.986258462,0.992969307
EmptyIterator.get,0.916002862,0.725524438,0.725524438,0.917460548,0.854336271,0.857242841
ExtendedAtomGenerator.generate,0.861981574,0.905086979,0.880931347,0.886225882,0.85926705,0.912992891
WorkbenchPanel.addPanel,0.967786095,0.933925811,0.983352924,0.983003539,0.838052232,0.988852792
LinearEquationSystem.nonZeroPivotSearch,0.956557747,0.955786018,0.946286962,0.956664021,0.955631228,0.957901554
FindDialog.getJPanel,0.897317663,0.761272083,0.821023048,0.898045679,0.856286882,0.892588375
JobTracker.activeTaskTrackers,0.997985636,0.998067334,0.997952306,0.99738275,0.997707463,0.997585306
CanvasSize.continueToMargin,0.854120839,0.864763987,0.868326109,0.827183226,0.770993477,0.841774902
AutocodeConcurrentApp.determineClassName,0.862299456,0.815960739,0.844300221,0.811755699,0.857358551,0.834407273
JarClassLoader.loadJar,0.999943084,0.999872334,0.999868275,0.999938222,0.999942343,0.99988816
UtilIO.getSourcePath,0.906540229,0.873377744,0.814264302,0.855972101,0.894292851,0.887131108
InternalLocaleBuilder.setLanguageTag,0.904999877,0.927535686,0.922101933,0.936581386,0.929081062,0.931490182
LocalMapStatsUtil.incrementOtherOperationsCount,0.921761309,0.986541913,0.988956217,0.926972967,0.99149267,0.991464876
CharsetToolkit.getReader,0.682460314,0.686254392,0.896482912,0.868383607,0.806009538,0.688532279
CatGenAndWrite.main1,0.828231017,0.903068577,0.811790376,0.901607686,0.860180073,0.906065479
DefaultStreamTokenizer.getTokens,0.919149919,0.756795769,0.871551766,0.945368532,0.818653468,0.938415705
CmsPublish.relationToBean,0.937487294,0.91585141,0.951207888,0.919999487,0.911651052,0.941072739
ClientPNCounterProxy.getReplicaAddresses,0.933957774,0.92794513,0.919944312,0.949929588,0.938184162,0.945430566
CreditBasedPartitionRequestClientHandler.channelActive,0.908089268,0.968346281,0.968536894,0.837498184,0.968625163,0.999908323
EstimateSceneCalibrated.convertToOutput,0.779632298,0.895888001,0.908511277,0.890102782,0.898639813,0.884456433
Configuration.generalValidOptions,0.94642837,0.972006414,0.921576699,0.978816248,0.909943678,0.980114198
MenuFileControl.importContext,0.947530903,0.950996087,0.956131544,0.94710863,0.93757515,0.931778986
Setting.getAndRemove,0.847511276,0.999890346,0.999936032,0.999914168,0.999902017,0.999904266
VFState.backTrack,0.878643718,0.910132962,0.82514843,0.894121213,0.702649237,0.839431755
CmsLinkProcessor.processLinks,0.99989975,0.999843171,0.945023157,0.999850747,1,0.999882591
UnitDimension.main,0.834884068,0.951265185,0.805638024,0.896009179,0.857315817,0.944218858
KerasModelBuilder.modelHdf5Filename,0.875587975,0.86871188,0.899323606,0.886079146,0.87279341,0.89147722
DateTimeUtils.unixDateToString,0.811717835,0.912711666,0.779029159,0.763355628,0.807899175,0.950205217
RocksDBOperationUtils.createColumnFamilyDescriptor,0.953045071,0.946523221,0.949594394,0.935394175,0.948414473,0.95942224
BondTools.isStartOfDoubleBond,0.860233019,0.869690922,0.886210087,0.858408892,0.892433585,0.882076819
UTF16.countCodePoint,0.990726107,0.990885259,0.990770366,0.990941549,0.990715155,0.990692165
NNDescent.boundSize,0.90038265,0.950832088,0.957270322,0.966962994,0.958013394,0.967473417
ListBuffer.append,0.893180362,0.901121366,0.901582427,0.878144959,0.917307,0.848068654
CmsContainerpageDNDController.isNewId,0.999887944,0.922516986,0.922326329,0.925273521,0.917962537,0.999873784
BinaryRowSerializer.checkSkipWriteForFixLengthPart,0.997653233,0.98107982,0.942623591,0.97931429,0.983805029,0.99994284
HTTPUtil.canonicalpath,0.999871868,0.983522545,0.756330542,0.797832569,0.995737866,0.996029532
DoubleArrayTrie.add,0.859266725,0.862449758,0.879623222,0.856852793,0.8816224,0.921228907
LocatedBlocks.setLastBlockSize,0.833416173,0.866377787,0.860589911,0.850660572,0.848811301,0.829349063
CmsListMetadata.htmlSearchBar,0.930455785,0.947073472,0.876027602,0.860744204,0.908402982,0.906660162
AutoImplementASTTransformation.getAllCorrectedMethodsMap,0.860446969,0.899635354,0.903815202,0.92276879,0.907741108,0.912009741
OverviewPlot.initialize,0.919839944,0.933828665,0.891741272,0.73725496,0.887256632,0.858771641
DenseHyperLogLogEncoder.estimateBias,0.854839622,0.85876751,0.860446608,0.9065793,0.814517182,0.874109845
Utils.parsePackageName,0.892436026,0.927800204,0.964708639,0.961854493,0.809988746,0.953565513
CompilerConfiguration.addCompilationCustomizers,0.966057406,0.966225321,0.959998487,0.968756834,0.963827332,0.963823012
CachingGroovyEngine.initialize,0.968488963,0.967467977,0.899840188,0.971524598,0.934913777,0.972738837
Config.setWanReplicationConfigs,0.999905843,0.999916437,0.999939109,0.999935179,0.999885115,1
PoolSchedulable.snapshotConfig,0.919042365,0.898953765,0.886303423,0.722099921,0.853803879,0.932246387
VMath.timesPlusTimes,0.998192783,0.99858684,0.998373406,0.998710893,0.958215709,0.998232936
ParameterizationFunction.determineAlphaMinMax,0.910911175,0.896898272,0.914390752,0.901937378,0.914843301,0.904980385
Numbers.asDoubleExactly,0.984501553,0.991281813,0.984862436,0.989866273,0.984635787,0.9786996
HttpSessionsPanel.getHttpSessionsTable,0.879503153,0.866929121,0.895005891,0.862545563,0.829461974,0.887044548
ObjectGraphBuilder.setReferenceResolver,0.958570312,0.964162893,0.943628334,0.948747163,0.96463128,0.945768535
GenerationBatch.addSource,0.933295377,0.935475182,0.926569038,0.96062713,0.866751765,0.905246133
HtmlDocletWriter.printHtmlDocument,0.930080276,0.926361141,0.956001385,0.943140298,0.956812194,0.905795643
CmsLoginManager.removeLoginMessage,0.99988326,0.999846665,1,0.999845571,0.999917851,1
DefaultJsonGenerator.writeIterator,0.956038088,0.906034132,0.956536547,0.959523639,0.895905126,0.95217039
Counters.write,0.895608216,0.860194393,0.921923814,0.799506815,0.797701025,0.897822069
JsonObject.add,0.921545337,0.922005498,0.999874824,0.929472073,0.929721772,0.999912569
MainFrame.setTitle,0.910221458,0.956619195,0.953973415,0.942269769,0.926758631,0.968497395
AssistedCalibration.captureFiducialPoints,0.783625364,0.808262139,0.747283714,0.717390194,0.829543026,0.79660379
AbstractParamContainerPanel.expandParamPanelNode,0.996572866,0.999900326,0.999912725,0.996275339,0.996455063,0.996240831
StandbySafeMode.triggerFailover,0.863651415,0.869048274,0.862113943,0.858690838,0.837973868,0.818775178
JobMonitor.doMonitor,0.831973528,0.857983422,0.809628478,0.788622173,0.887521194,0.836009059
SDBaseOps.cumprod,0.999869625,0.999945757,0.999881751,0.999887898,1,0.99990415
ResourceProfile.isMatching,0.960107108,0.918984195,0.956312864,0.933155299,0.956492927,0.903696495
ParosTableStructure.reconnect,0.858661467,0.879125526,0.847247648,0.90235149,0.810531873,0.90869233
ProxyGeneratorAdapter.visitClass,0.842266318,0.868367507,0.856426852,0.870765168,0.900507455,0.824864876
CmsUgcSession.updateUploadResource,0.940048864,0.986091484,0.95225189,0.963198946,0.933231011,0.944425449
DragableArea.disableStop,0.999936792,0.999913392,0.999905434,0.999930749,0.999904123,0.999917207
ProbabilityWeightedMoments.samLMR,0.931645076,0.91490529,0.901367633,0.931603245,0.865399492,0.9370409
NetUtils.getSocketFactory,0.959190387,0.960120907,0.958770873,0.960352338,0.962552647,0.962051644
DataStorage.doMerge,0.89516838,0.917171888,0.890876167,0.919014852,0.890050291,0.908354924
RecoverableMultiPartUploadImpl.uploadPart,0.894210876,0.911203593,0.856824765,0.878111651,0.890037012,0.801692476
FileUtil.isDirEmpty,0.991207414,0.991193019,0.944171119,0.951946005,0.99162072,0.991633969
StructureDataW.getScalarLong,0.999875113,0.999900283,0.999878628,0.999925685,0.999908679,0.99989031
PropertyWriterImpl.addNavDetailLink,0.999873972,0.999887394,0.999855546,0.999870174,0.999911677,0.999873972
VisibleMemberMap.getInheritedPackagePrivateMethods,0.758084039,0.786137432,0.764948881,0.906023636,0.754130975,0.890582681
BulkIterationNode.setNextPartialSolution,0.903073481,0.957779635,0.842788305,0.910065031,0.850738398,0.935570254
Sftp.get,0.999934319,0.999863236,0.999883859,0.999852845,0.999850384,0.999850384
CDMUtil.computeEffectiveShape,0.935640623,0.959270749,0.950966174,0.950800776,0.950790712,0.959620786
SpiderParam.setMaxDepth,0.981175784,0.990732142,0.97370736,0.929887847,0.957530113,0.97204851
FactoryDetectDescribe.surfFast,0.991287099,0.954832907,0.981963027,0.969228927,0.955571691,0.954505167
DoradeVOLD.getParamList,0.86928128,0.846477151,0.900728278,0.930019317,0.920542464,0.926821855
CmsSecurityManager.readParentFolder,0.998218154,0.998336836,0.999437012,0.999353686,0.999420453,0.999642657
VFlibMCSHandler.set,0.821673797,0.854077273,0.853010981,0.810934282,0.854060487,0.796052129
CmsLogFileApp.addChannelButton,0.953423893,0.963944135,0.935568728,0.931556593,0.955393984,0.966113628
WalkingIterator.fixupVariables,0.942315655,0.940099237,0.927373239,0.944483084,0.923981119,0.92373251
VisibleMemberMap.getMembersFor,0.821550347,0.887784568,0.905512339,0.825042531,0.848929716,0.90576817
ForceFieldConfigurator.assignAtomTyps,0.920515906,0.851989482,0.910319866,0.874091803,0.876069219,0.918026412
CmsADECache.uncacheGroupContainer,0.97389395,0.974284875,0.973790014,0.958070642,0.999830388,0.994397893
ExtensionPassiveScan.setPluginPassiveScannerAlertThreshold,0.996538995,0.996423772,0.986185102,0.996581768,0.99648778,0.996481129
IoUtil.contentEquals,0.936014832,0.944965854,0.904867047,0.938467431,0.891777292,0.93137199
GroovyShell.evaluate,0.808325216,0.99989676,0.999875438,0.999894048,0.939785687,0.999897942
SegmentMeanShiftSearch.weight,0.955898606,0.95757993,0.94506622,0.955812228,0.925539973,0.958508114
RedisDS.init,0.918355902,0.867926021,0.923614172,0.908648128,0.847004675,0.920168132
CmsPatternPanelMonthlyView.initSelectBoxes,0.960427157,0.874270166,0.993915454,0.88297393,0.955513453,0.957262949
OPTICSXi.extractClusters,0.873007013,0.911014777,0.88699021,0.830492815,0.838138175,0.897955658
Record.getFieldInto,0.964963978,0.908047149,0.952670101,0.960126204,0.931549922,0.938667382
CmsFileUtil.removeTrailingSeparator,0.994865177,0.983691189,0.960844179,0.960875171,0.961130004,0.968523549
GroovyRowResult.getAt,0.805883006,0.806606327,0.843038357,0.638916691,0.802472511,0.751147253
CmsInheritanceReferenceParser.getReference,0.999865599,0.967246226,0.99989336,0.918203735,0.999893633,0.993941075
TldRegionTracker.updateCurrent,0.927773589,0.969518948,0.927528181,0.969236415,0.954540575,0.927926316
EnumUtil.getFieldNames,0.957282747,0.861708067,0.898506241,0.909217427,0.901906979,0.862208258
GPathResult.getAt,0.869816534,0.836942276,0.889774036,0.88068695,0.772034819,0.91893951
Statistics.columnNullCount,0.999891485,0.999856029,0.999873682,0.999898621,0.999875125,0.999871697
DecimalFormatSymbols.setMonetaryGroupingSeparatorString,0.999905291,0.99992807,0.99905747,0.999874007,0.999913359,0.999928836
FundamentalLinear7.computeCoefficients,0.913990684,0.900582545,0.78366475,0.809762573,0.891166326,0.805372767
A_CmsDirectEditButtons.removeHighlightingAndBar,0.99989324,0.872898445,0.999858237,0.824216554,0.789399154,0.819256297
Config.setQueueConfigs,0.999881328,1,0.999858927,0.99989861,0.999927178,0.999863391
FundamentalExtractEpipoles.process,0.941140243,0.955580479,0.965820629,0.942786777,0.915524502,0.950607704
ComputationGraph.pretrain,0.999892652,1,0.999894468,0.999931323,0.984500343,0.984511408
LocalMapStatsImpl.setIndexStats,0.934468535,0.891752511,0.938436546,0.950818632,0.89157758,0.950751399
SplitDataProperties.getAllFlatKeys,0.878509117,0.94760162,0.931035991,0.955543296,0.906325569,0.924748694
QueueContainer.poll,0.97580937,0.97603313,0.975643471,0.975998373,0.976170992,0.975968829
MultipartFormData.getFiles,0.999892003,0.999891606,0.999869194,0.999893288,0.999869719,0.999894204
EvaluateVarianceRatioCriteria.evaluateClustering,0.914918696,0.938931091,0.902913397,0.887776954,0.928541476,0.904073623
X509CertImpl.getIssuerX500Principal,0.999825967,0.999879407,0.999912594,0.998489749,0.999891049,0.998365378
SM2.decrypt,0.986025019,0.985709507,0.981735105,0.988449995,0.985799061,0.983533854
CmsSitemapDNDController.handleDropSitemapEntry,0.864634048,0.945431197,0.913909068,0.854347485,0.872448817,0.904419438
RegularPathGraph.combine,0.97644248,0.935217605,0.974897748,0.757027332,0.854341604,0.910529614
DateIntervalFormat.fieldExistsInSkeleton,0.960578702,0.960941638,0.948313853,0.949688346,0.960703279,0.95438155
FSEditLog.logDelete,0.999882199,0.99988961,0.999869251,0.999878314,0.999929907,0.999925488
InvokeOnPartitions.invokeAsync,0.70299536,0.67546657,0.709205658,0.678958888,0.589449934,0.82666105
ZombieJob.makeUpRuntime,0.920673145,0.95352401,0.915873191,0.927791305,0.911952689,0.972920776
DateTimeExtensions.getZoneOffset,0.973982355,0.987117945,0.947164741,0.968928354,0.973509292,0.988909086
ClassWriter.instance,0.999896418,0.999888841,0.999896418,0.997321643,0.999883573,0.997253516
WindowsGrouping.hasTriggerWindow,0.879267945,0.94721339,0.930264076,0.886032947,0.899567642,0.915628713
DigitList.append,0.976846124,0.981542336,0.978101101,0.980294323,0.977802399,0.981727622
ExtensionAntiCSRF.generateForm,0.91875008,0.879795204,0.914332773,0.911112212,0.826301785,0.910073663
ParosTableHistory.deleteTemporary,0.965558736,0.975518382,0.978877717,0.941281872,0.87403356,0.956848308
ClassNodeUtils.getPropNameForAccessor,0.885938383,0.835263871,0.914185989,0.871054591,0.829962147,0.938675233
ClassWriter.writeParameterAttrs,0.845303128,0.935381434,0.910769795,0.930805712,0.879271116,0.936257053
SpanningTree.getCyclicFragmentsContainer,0.868860955,0.891674412,0.865803648,0.791066353,0.872754406,0.834995941
QuorumJournalManager.saveDigestAndRenameCheckpointImage,0.851853801,0.838439961,0.770750171,0.762947609,0.810121129,0.874712171
UnitImpl.isCompatible,0.868016811,0.908730197,0.919911281,0.85090491,0.920696933,0.95754849
GaussianAffinityMatrixBuilder.buildDistanceMatrix,0.962530726,0.965304623,0.960847907,0.92962969,0.964524951,0.953740618
OptionsCheckForUpdatesPanel.getPanelMisc,0.888376245,0.873988663,0.915679261,0.876557837,0.899361881,0.89484748
ModifierUtil.hasModifier,0.958850684,0.956700488,0.943040312,0.927532186,0.931860603,0.947997186
FactoryDerivativeSparse.createTwo1,0.996840102,0.99689988,0.996638312,0.99909145,0.996882119,0.998173282
LocatedDirectoryListing.readFields,0.931364561,0.883260328,0.909334888,0.879511934,0.884451104,0.932650595
ActiveEntity.load,0.928777654,0.911849874,0.935946625,0.89753843,0.737559051,0.931330376
MolecularFormulaManipulator.getMostAbundant,0.891708309,0.88404078,0.893125503,0.89162735,0.890575702,0.914639666
DFSClient.saveNamespace,0.962410207,0.964556267,0.979383403,0.941377906,0.951942533,0.939091173
ElementKindVisitor6.visitExecutable,0.987527092,0.999917625,0.996267907,0.996880879,0.997188019,0.998731465
XPathContext.releaseDTMXRTreeFrags,0.971226634,0.977079339,0.98023987,0.963688215,0.963643419,0.970990297
DocImpl.readHTMLDocumentation,0.864751371,0.865673734,0.868642136,0.891457943,0.860144456,0.858185675
ArrowConverter.getFieldForColumn,0.946479367,0.946109387,0.862141136,0.944831527,0.941863485,0.946703521
DebugSubstance.replaceAtomContainer,0.996429874,0.99646871,0.996653185,0.998055985,0.948727015,0.998154286
Types.OBJECT_ARRAY,0.936557049,0.959739944,0.960771376,0.94730383,0.940175503,0.961594889
ChemObject.compare,0.87040379,0.870456663,0.920437944,0.931708547,0.866117648,0.939931171
NetUtil.localIpv4s,0.865439112,0.928259681,0.865633912,0.893888079,0.865778904,0.879160271
DataStream.writeAsCsv,0.884232914,0.884163065,0.88307938,0.947407182,0.890841282,0.884104628
AtomContainerManipulator.removeNonChiralHydrogens,0.922167822,0.890446054,0.890091417,0.924255435,0.894336576,0.93393891
NonFlatRStarTree.computeHeight,0.945506376,0.946036232,0.958968722,0.988120339,0.95951485,0.987972045
CertificatePoliciesExtension.delete,0.991005262,0.990900407,0.990865182,0.999867969,0.999903819,1
DefaultPageHeader.writeHeader,0.999900966,0.9999197,1,0.955844918,0.999915913,0.999915913
JVMUtil.isHotSpotCompressedOopsOrNull,0.959793477,0.944981782,0.955787348,0.958477257,0.918518567,0.954009217
CmsJspStandardContextBean.getSitePath,0.948999232,0.995148397,0.974830548,0.925250445,0.875861813,0.994746613
CSSClassManager.addClass,0.985594422,0.973926088,0.974203677,0.981430815,0.980976276,0.985927751
JavacTrees.instance,0.867802561,0.927578889,0.862812645,0.813822346,0.800467672,0.970278705
HttpPostCommandProcessor.handleWanPausePublisher,0.990673466,0.944315498,0.977739497,0.988535169,0.991658203,0.989876425
AtomMassGenerator.showCarbon,0.901480597,0.980615122,0.938926552,0.935841406,0.913771405,0.94289258
Partition.order,0.935502241,0.988475763,0.928988445,0.81455814,0.993789239,0.927104023
HadoopRecoverableFsDataOutputStream.waitUntilLeaseIsRevoked,0.876498574,0.880153577,0.918400664,0.878998116,0.746555879,0.902350654
NestedClassWriterImpl.addSummaryType,0.86817465,0.955357657,0.869689502,0.871221871,0.869970731,0.945072844
SingularValueDecomposition.rank,0.876627657,0.831788343,0.984248098,0.964613355,0.824714364,0.889699328
KeyPointsCircleHexagonalGrid.computeEllipseCenters,0.783724797,0.757979106,0.8331081,0.755774502,0.863206905,0.860165565
ScanProgressItem.refresh,0.91838248,0.926729988,0.91182333,0.730313466,0.725582631,0.834830743
TransformProcess.transformRawStringsToInputList,0.967447978,0.950851479,0.981234983,0.947000482,0.968053327,0.9332587
SerializedFormBuilder.buildFieldDeprecationInfo,0.931794574,0.975101781,0.98232874,0.953503662,0.958119366,0.998670165
ChemObjectIO.addSettings,0.909525501,0.910754302,0.890491981,0.937115225,0.869878214,0.937950022
SiftScaleSpace.applyGaussian,0.893861634,0.895593894,0.879560842,0.892511313,0.894957269,0.894808039
ContourFeatureRenderer.draw,0.91776891,0.927994793,0.827499241,0.919320309,0.922910922,0.932668866
SpatialUtil.intersection,0.986339832,0.994299006,0.993023527,0.997954326,0.993043182,0.992524459
ThreadPoolExecutor.interruptIdleWorkers,0.988967959,0.992690434,0.914115199,0.998481069,0.992768427,0.998351243
SiftDetector.processFeatureCandidate,0.755955708,0.895234764,0.809620587,0.819661895,0.828442873,0.815727133
ExampleImageStitching.computeTransform,0.965784756,0.966872835,0.966688938,0.946321898,0.967080286,0.96778422
MultiSlice.toConstraintString,0.912606155,0.907550524,0.908845938,0.732701935,0.842823382,0.772835727
EventServiceSegment.removeRegistrations,0.979792302,0.980087946,0.975223148,0.945755346,0.974899378,0.9834782
JavacParser.foldStrings,0.887980375,0.888255611,0.878162917,0.858961984,0.792198694,0.916531612
ImageType.isSameType,0.902550908,0.902903055,0.904881312,0.914346807,0.903639794,0.913981038
FSNamesystem.checkLease,0.822777372,0.926753386,0.9564697,0.878411827,0.837156464,0.90737548
SpiderThread.addSpiderListener,0.909228938,0.902953584,0.910576428,0.909953278,0.909125938,0.910507213
ArrayStructure.getArray,0.896427974,0.873121733,0.935542295,0.936002123,0.91462668,0.932225206
Spider.isDefaultPort,0.963274194,0.963576636,0.939863355,0.944221514,0.843700786,0.971976112
MiniMax.findPrototypeSingleton,0.937365744,0.936517378,0.943357919,0.944515083,0.949034185,0.948637211
OptimizableHashSet.nextPowerOfTwo,0.920526526,0.89616601,0.920501745,0.898637817,0.921574325,0.919169696
Configuration.getFinalParameters,0.69930718,0.875685564,0.895857096,0.568852103,0.76497333,0.872395048
GribIndex.readOrCreateIndexFromSingleFile,0.891754909,0.912695794,0.905118207,0.899740531,0.916848682,0.886924173
ExampleFundamentalMatrix.simpleFundamental,0.864446001,0.906834818,0.935189404,0.918543094,0.975648627,0.977139502
SourceTreeManager.putDocumentInCache,0.882170566,0.814018562,0.833059011,0.851077481,0.908143823,0.838897563
DbUtils.hasIndex,0.988811368,0.988701459,0.988782849,0.982929309,0.988669904,0.98359508
GribCollectionMutable.close,0.999898857,0.999894006,0.99988263,0.99985781,0.99983008,0.89488448
Setting.store,0.975640674,0.975803094,0.975298518,0.968073274,0.974227182,0.99988392
ObjectUtil.cloneByStream,0.985483423,0.973941479,0.968535871,0.963383029,0.989710206,0.991120719
CmsWebdavServlet.getRelativePath,0.892143708,0.894228402,0.897440191,0.83920276,0.86027319,0.909091732
AbstractPlainDatagramSocketImpl.disconnect,0.904133657,0.85972118,0.849122689,0.909210025,0.901253399,0.873253737
JsonArray.add,0.999871436,1,0.996511422,0.999897103,1,0.999892214
ViterbiBuilder.isLatticeBrokenBefore,0.999877333,0.999851081,0.956396204,0.999887561,0.999899453,0.999895218
OptimizerPlanEnvironment.setAsContext,0.986780859,0.951831868,0.999948074,0.829447797,0.783701609,0.955053671
ErrorCollector.write,0.866559871,0.888927631,0.914461596,0.910601948,0.873728691,0.919468196
GridVariable.findRecord,0.937871861,0.937675498,0.916152434,0.928175614,0.936990807,0.966231462
JavaTokenizer.scanNumber,0.932550189,0.912650466,0.948526874,0.948102869,0.902702228,0.939869833
CollectionInputFormat.checkCollection,0.949180275,0.962461764,0.935343182,0.962881391,0.934553799,0.971599126
HazelcastClient.shutdownAll,0.950216247,0.967070254,0.947042994,0.970472565,0.92383104,0.987798025
GroovyMBean.listAttributeNames,0.999910262,0.99993985,0.999912231,0.999900517,1,1
SplitIndexWriter.getNavLinkPrevious,0.899957444,0.905591506,0.880995496,0.901754017,0.907834856,0.89834708
SegmentMeanShiftSearch.distanceSq,0.964027405,0.964995602,0.964839219,0.959859777,0.964492082,0.960290928
RaidNode.join,0.993909399,0.951448783,0.946042048,0.890829609,0.939288596,0.865707357
JavacFileManager.getRelativeName,0.805769007,0.913612711,0.862129188,0.867722847,0.891448948,0.921197811
GrayF32.get,0.985941325,0.985796828,0.986179453,0.986046242,0.986106269,0.98605893
HtmlAnalysis.createHtmlAnalysisFile,0.980852101,0.976560307,0.982682852,0.958599393,0.979844383,0.980109555
TreeInfo.endPos,0.964876994,0.963257134,0.957550449,0.96752509,0.955331105,0.979207742
A_CmsDiffViewDialog.deactivatedEmphasizedButtonHtml,0.858035364,0.879263268,0.872191075,0.829532726,0.861229002,0.861443661
MapServiceContextImpl.interceptGet,0.908720617,0.952144113,0.945841562,0.896836567,0.919187463,0.897488039
AbstractKMeans.minusEquals,0.99991104,0.999918143,0.999882977,0.999912331,0.99991514,0.999893032
AbstractPlugin.stripOff,0.911307217,0.833571247,0.903699175,0.841599023,0.906421207,0.909396132
CoverTree.bulkConstruct,0.944351109,0.946928829,0.931069607,0.951592415,0.93444286,0.951732848
NestedMapsStateTable.countMappingsInKeyGroup,0.936718127,0.961616258,0.897443711,0.89994904,0.962034866,0.893334796
BaseTemplate.includeGroovy,0.999931796,0.999901047,0.999904096,0.940016217,0.999893405,0.988824375
QueryStereoFilter.neighbors,0.897331369,0.935820712,0.922371591,0.935513848,0.902624328,0.948044257
ClassTracker.setCurrentBytes,0.84080666,0.864056926,0.863730108,0.858844531,0.854293146,0.857018119
WKTParser.getParameter,0.876709898,0.880621376,0.877722792,0.886877617,0.832224885,0.621452529
ParosDatabase.open,0.978348023,0.969478116,0.960836643,0.937843175,0.929207361,0.937691841
DescriptorValue.getNames,0.862687635,0.813357401,0.839054701,0.754634397,0.727007427,0.824955266
DecimalFormat.round,0.894703325,0.79309752,0.798172223,0.765944894,0.82387369,0.741602208
IO.copyFileB,0.975303689,0.975373884,0.992020205,0.953267729,0.991134212,0.973040347
PatriciaTrie.clear,0.999898753,0.836504258,0.999909694,0.999881228,0.827862845,0.999876131
DriverTableModel.deleteDriver,0.753513112,0.703921382,0.934769048,0.961377408,0.675262151,0.932882416
ScriptUtil.eval,0.957472507,0.955338405,0.999889348,0.957653091,0.953725772,0.917217916
AddOn.getIdsAddOnDependencies,0.932010476,0.903922565,0.956515492,0.864080847,0.777869958,0.892080914
ImageSet.getNonFileImageManagers,0.957513255,0.958093559,0.974180755,0.968034022,0.968194355,0.968350837
PKCS9Attributes.getAttributes,0.918871751,0.935447801,0.923891224,0.830452651,0.824476307,0.750152613
AbstractContainerCollector.run,0.974646597,0.97786806,0.961817109,0.96400916,0.8629828,0.986341422
HttpMethodBase.processResponseHeaders,0.955417215,0.962993446,0.949375981,0.95919174,0.953264445,0.962418274
FmrInv.finish,0.910612724,0.932610197,0.916775745,0.883032656,0.863263628,0.902364258
StaticTypeCheckingVisitor.inferClosureParameterTypes,0.950293095,0.882367536,0.950168554,0.867076274,0.848459066,0.847397139
DateTime.of,0.999857794,1,0.999867884,0.999893589,0.999887857,0.999867884
SystemLogParser.parseMonth,0.92115137,0.920684561,0.956950237,0.95994971,0.886026247,0.942709713
SqlValidatorImpl.validateOrderItem,0.910407731,0.918404842,0.904955758,0.91704637,0.89377459,0.908374493
Operator.op,0.951704103,0.953070634,0.949635917,0.932742845,0.944623336,0.953618307
ExtensionSpider.startScanAllInContext,0.900014937,0.992254652,0.991990652,0.984508065,0.959342736,0.999924713
DFSActionImpl.run,0.753899301,0.767837945,0.873135411,0.817861075,0.774205118,0.852218143
ThreadGroup.destroy,0.973908926,0.978481722,0.970456329,0.980652066,0.967976676,0.986949777
RGroupQueryReader.parseRGFile,0.861589056,0.924074746,0.908322219,0.897096958,0.906202619,0.884468349
Enter.topLevelEnv,0.911293625,0.963546344,0.941593669,0.905729075,0.844780408,0.922519931
SelectAlgorithmAndInputPanel.setActiveGUI,0.974614659,0.960458146,0.973354056,0.840538902,0.965484972,0.839090863
MesosTaskManagerParameters.buildVolumes,0.957217288,0.96271459,0.959882296,0.956241044,0.93615566,0.972875846
CFpointObs.identifyEncodingStation,0.843388041,0.839728949,0.827969795,0.902640886,0.866936913,0.92313893
CmsDriverManager.resetResourcesInProject,0.940763746,0.890994191,0.908881386,0.89693328,0.899194232,0.891384564
Validator.validateEmpty,0.980849291,0.999864983,0.999866357,0.999878698,0.999889002,0.999895478
CmsContentEditorDialog.onWindowClose,0.795335132,0.79033557,0.759062178,0.789457931,0.835038887,0.898002868
IO.copyDirTree,0.960582777,0.939629132,0.954853835,0.95461702,0.936023981,0.916556413
ULocale.setDefault,0.928258146,0.959232695,0.929078392,0.933319151,0.829382184,0.944906866
FactoryFiducialCalibration.squareGrid,0.98942366,0.990019343,0.989532068,0.978021946,0.989279224,0.976357999
DatabaseUtil.getClassLabels,0.997596483,0.999422443,0.997591847,0.997528198,0.997605862,0.986671401
ZapToggleButton.updateCurrentToolTipText,0.928030066,0.908894579,0.959566397,0.878465197,0.931405293,0.953561677
JavacParser.classOrInterfaceOrEnumDeclaration,0.95189942,0.941720029,0.943587342,0.934073177,0.952122937,0.960671577
BeanUtil.beanToMap,0.953683764,0.953655844,0.933739148,0.937055772,0.912715373,0.959568385
ChunkWriter.write,0.862559342,0.829243616,0.886311098,0.846053326,0.761646893,0.836355613
AbstractCache.wordAtIndex,0.883852064,0.946425573,0.975034967,0.924034865,0.768341856,0.913263138
CmsAreaSelectPanel.getXForY,0.981441416,0.981976827,0.981592351,0.984254459,0.981852007,0.981868871
CmsFrameset.topFrameReload,0.765583146,0.807005098,0.895483418,0.904195862,0.826093852,0.915682417
RnnLossLayer.computeScoreForExamples,0.975084626,0.978485788,0.980212476,0.983656401,0.982368267,0.984189409
