func_name,Deepseek-V3.2,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct,GPT-5.4-mini,Deepseek-V4-Flash
CmsAddDialogTypeHelper.getResourceTypes,0.951215118,0.955475222,0.912710106,0.950015858,0.959758199,0.932973403
ClusterJspHelper.updateUnknownStatus,0.950627858,0.968875451,0.950244441,0.958329115,0.940844819,0.936041182
StructureDiagramGenerator.clearHydrogenCounts,0.993216462,0.99320697,0.992747327,0.982195935,0.992664248,0.992942881
ZapTocMerger.mergeNodes,0.950831782,0.920233906,0.95378665,0.946513152,0.912427493,0.961384737
NestedClassWriterImpl.getNavSummaryLink,0.99386045,0.993629582,0.93114477,0.993746694,0.993525792,0.997269306
DatanodeBlockInfo.detachFile,0.862986824,0.884018505,0.915216647,0.885586161,0.839171946,0.906740289
DualInputOperator.accept,0.952624146,0.952590858,0.870101537,0.953350604,0.88921941,0.953747493
WideningCategories.parameterizeLowestUpperBound,0.935078556,0.899587857,0.935980543,0.924676106,0.943362482,0.935387721
SecondsBasedEntryTaskScheduler.cancelAndCleanUpIfEmpty,0.945004806,0.945504783,0.941446073,0.936177214,0.939518069,0.939964879
CmsResourceBundleLoader.addBundleToCache,0.815502486,0.874298683,0.922529584,0.818558471,0.912977679,0.863832114
CollUtil.sort,0.973014306,0.971836171,0.972271761,0.972074957,0.936888167,0.972059895
HttpSessionsTableModel.getHttpSessionAt,0.995351758,0.995280715,0.995086644,0.984621395,0.984377453,0.983345007
PythonStreamer.close,0.858877465,0.822437369,0.886407475,0.85758837,0.870096913,0.926714665
SquaresIntoCrossClusters.connectNodes,0.876020595,0.870896758,0.896021478,0.910306122,0.883481786,0.832954546
CmsSetupBean.setDbWorkConStr,0.927500514,0.948693754,0.78748227,0.846744494,0.800589784,0.935058086
DialogAddUser.initializeCredentialsConfigPanel,0.796062268,0.805367153,0.793812726,0.765124148,0.819082232,0.860032528
SummaryAndConfigPanel.setSummaryContent,0.881386886,0.904395655,0.883320315,0.883714563,0.878186882,0.890419947
RepairingTask.isAboveMaxToleratedMissCount,0.94214121,0.930609549,0.957577345,0.931855183,0.919848687,0.909311872
CollationKey.merge,0.936012186,0.907874242,0.934038716,0.954593277,0.930630662,0.932830411
FunctionUtils.uncheckedFunction,0.951989855,0.962319994,0.992683956,0.990185864,0.993033707,0.990126652
ReduceContext.nextKeyValue,0.880153689,0.923353273,0.836724647,0.898488678,0.889259961,0.903004586
NumberUtil.processMultiple,0.929490436,0.952256567,0.713098441,0.904071512,0.842349835,0.952299004
EventServiceImpl.getSegment,0.951154748,0.938218868,0.977887972,0.97995985,0.97947675,0.986524244
UTF16.lastIndexOf,0.964620564,0.935234134,0.965857049,0.970748878,0.948639942,0.969718637
SDUInt32.serialize,0.794462641,0.843158981,0.863332111,0.811106348,0.926109761,0.794293695
SystemOutLoggingTool.debug,0.881517958,0.881284584,0.886009874,0.880366384,0.886354391,0.886604521
SparseShortVector.setDimensionality,0.891857895,0.856123764,0.884347401,0.900527022,0.894274576,0.865550612
Assert.noNullElements,1,0.999874706,0.999894377,0.971158987,0.999931488,0.999852165
TreeScanner.visitCase,0.999897301,1,0.999898654,0.999890241,1,0.999889878
ChemFileManipulator.getBondCount,0.999900893,1,0.999923872,1,0.999923872,0.999909405
LocalExecutor.executePlan,0.920604529,0.879090414,0.893463325,0.926065033,0.940604908,0.930294076
Preconditions.isNotNull,0.976105633,0.975446262,0.970967166,0.97599535,0.976128965,0.975426997
HadoopArchives.relPathToRoot,0.890259984,0.841609505,0.843582767,0.924369007,0.905215606,0.909555805
AWIPSsatConvention.getAxisType,0.945099589,0.943625346,0.924508125,0.956505868,0.974412201,0.97368098
MigrationManager.scheduleActiveMigrationFinalization,0.937668555,0.907621246,0.963489899,0.858998163,0.938853289,0.945021613
HeadlessBootstrap.warnAddOnsAndExtensionsNoLongerRunnable,0.980909406,0.927332364,0.962979177,0.979400444,0.9623777,0.980040083
MemoryLogger.getMemoryUsageStatsAsString,0.96527529,0.966763216,0.966692184,0.936321808,0.96727078,0.955432017
VMath.squareSum,0.988429117,0.988254189,0.942059287,0.988717941,0.749429582,0.988524111
Region.getInstance,0.930913733,0.924337531,0.883834815,0.876662397,0.93358112,0.913165999
MultiViewOps.split3,0.999934287,0.999946017,0.996889814,0.999378272,0.997058321,0.999906753
OrPredicate.setPredicates,0.80638146,0.877511214,0.856845285,0.898063826,0.934218962,0.905707891
EnumConstantWriterImpl.getNavSummaryLink,0.994575391,0.994477137,0.998975871,0.994672419,0.99872851,0.99467937
VdWRadiusDescriptor.calculate,0.841357942,0.916965828,0.89425563,0.916335087,0.921931507,0.917232973
DateIntervalFormat.fallbackFormat,0.876835893,0.824874633,0.82614721,0.932273957,0.911799796,0.881916056
DecimalFormatSymbols.setPlusSignString,1,0.998505374,0.996983556,0.995489004,1,0.998441443
AtomicAllocator.getHostPointer,1,1,0.993107754,0.999866764,0.992689927,0.956600434
DeviceLocal.clear,0.968282707,0.816737565,0.917007848,0.926714509,0.983982541,0.890789478
SerializationUtils.toByteArray,0.949502911,0.949634721,0.992220752,0.949924607,0.992252662,0.968379873
InMemoryChunkAccumulator.reassemble,0.938261007,0.93385257,0.959094468,0.926787578,0.957891666,0.94189731
Version.isBetween,0.877521899,0.832282633,0.832596609,0.865688536,0.843993014,0.877518802
RestartStrategyResolving.resolve,0.924540537,0.927197114,0.931792242,0.931215556,0.944546537,0.93013037
HashUtil.intHash,0.959435261,0.872573924,0.960867051,0.876457846,0.96052486,0.95905142
FilteredConvexHull2D.checkCandidateUpdate,0.824471053,0.867085207,0.817892439,0.794309845,0.842475525,0.752929029
ValueCollectionFactory.emptyCollection,0.999890965,0.950889865,0.887958476,0.887625379,0.965499072,0.890557571
AbstractParam.getString,0.927053055,0.927406468,0.999844465,0.927666049,0.999869764,0.926925279
Config.setJobTrackerConfigs,0.999933809,0.999899241,0.999944249,1,0.999867048,0.999944874
ParamFundamentalEpipolar.selectDivisor,0.873044337,0.885746361,0.878531925,0.909045598,0.94092648,0.848500823
CookieBasedSessionManagementHelper.getMatchingHttpSession,0.931275468,0.909365912,0.910239318,0.908157281,0.931530267,0.916996041
DODSNetcdfFile.readDataDDSfromServer,0.775604118,0.883290787,0.828244697,0.831388264,0.830452625,0.742149575
NodeQueryCacheEventService.publish,0.940060571,0.928745306,0.850686347,0.920010957,0.929055218,0.945202528
VMath.angle,0.884284231,0.872718661,0.935129523,0.878558597,0.917561085,0.934891559
NetUtils.unresolvedHostToNormalizedString,0.778103048,0.794207587,0.838771602,0.814791867,0.916414174,0.839308346
CmsDataTypeUtil.isParseable,0.817249654,0.77821847,0.820059651,0.776707182,0.820652796,0.819224099
FileUtil.normalize,0.838148013,0.820629052,0.866549723,0.836003101,0.839297274,0.861195603
ExtensionActiveScan.showCustomScanDialog,0.961772676,0.940294466,0.96005352,0.933919092,0.980610116,0.950903229
HttpMethodDirector.isRedirectNeeded,0.93403976,0.922698753,0.930296427,0.937003326,0.931274883,0.937580329
PartitionStateManager.isPartitionAssignmentAllowed,0.967724439,0.965045275,0.961666086,0.967880851,0.960782644,0.963156236
CenterLossOutputLayer.computeScore,0.963868383,0.954431431,0.979353979,0.953890595,0.976921333,0.966367903
AtomContainer.removeSingleElectron,0.943064396,0.923911446,0.943737556,0.942331567,0.917268601,0.927592088
ReactionSchemeManipulator.createReactionScheme,0.92765271,0.920428807,0.925241789,0.927931313,0.93862499,0.923413396
SphereUtil.haversineFormulaRad,0.950893933,0.950736083,0.941129869,0.943078734,0.948626837,0.953323756
GImageBandMath.minimum,0.905493805,0.897802201,0.852758164,0.890014286,0.972877051,0.8513713
AnnotationTypeRequiredMemberWriterImpl.addAnnotationDetailsTreeHeader,0.976739532,0.987778908,0.920324028,0.982245636,0.920421481,0.976648959
AioSession.read,0.953009854,0.971376721,0.953645013,0.974589269,0.985154298,0.996701605
QrCodeDecoderImage.readVersionRegion0,0.946083887,0.947577985,0.951898298,0.938721108,0.991825953,0.953046624
MolecularFormulaRangeManipulator.getMinimalFormula,0.999904064,0.999900873,0.999903032,0.999895242,0.99987286,0.999927181
RaftState.toFollower,0.986585798,0.987541384,0.922531349,0.957532846,0.964213144,0.969922475
DocumentParameters.sorted,0.977215644,0.956414106,0.962402673,0.957630577,0.961827251,0.957907086
Job.setCombinerClass,0.975120117,0.974601504,0.999879402,0.974407246,0.999896509,0.974577937
QueryAtomContainer.getConnectedSingleElectronsList,0.868356677,0.868690644,0.869567117,0.86932459,0.869264675,0.693322329
CheckUtil.checkAdd,0.972775848,0.98365117,0.976507126,0.979002279,0.983262566,0.983655305
Normalization.minMaxColumns,0.953915125,0.953063353,0.861247494,0.836320117,0.9531236,0.953276417
DGrid.getVar,0.969442274,0.969726507,0.95958295,0.907607027,0.977512594,0.928179764
QrCodeGenerator.renderData,0.894560398,0.804288454,0.868735447,0.834852895,0.827912149,0.848428568
SessionDriver.releaseResources,0.988394121,0.988769722,0.984427961,0.988752743,0.984905622,0.990880598
ExtensionScript.loadScript,0.839386554,0.844741147,0.792523854,0.93065242,0.889965104,0.943831286
DataDescriptor.transferInfo,0.955055306,0.9452184,0.951833589,0.909078759,0.952958234,0.93941365
LossMixtureDensity.phi,0.858784147,0.896149771,0.892776922,0.944087628,0.904349354,0.891775574
UsersListModel.setSelectedInternalItem,0.890358692,0.916824545,0.895564721,0.908915461,0.877864608,0.909469277
AbstractRStarTree.insertDirectoryEntry,0.923213719,0.966324813,0.972871611,0.926893723,0.985846184,0.926402884
ZlibCompressor.setInputFromSavedData,0.925962393,0.952981624,0.949110844,0.920061202,0.935156175,0.9253619
CRDTReplicationTask.getDataMemberListIndex,0.989599581,0.989119363,0.989087247,0.989306848,0.989966046,0.989444395
RdKNNTree.doReverseKNN,0.995329185,0.996128845,0.988075944,0.984672661,0.994544181,0.987495227
JavacFileManager.close,0.678617643,0.895306299,0.762677366,0.601399863,0.851133164,0.667800154
CmsRole.getVirtualGroupFlags,0.867845879,0.856083885,0.741089449,0.880902593,0.870062492,0.896566804
AtomMappingTools.mapAtomsOfAlignedStructures,0.914335298,0.918387941,0.833302897,0.80411701,0.785550221,0.93159363
LocatedBlocks.binarySearchBlockStartOffsets,0.907251704,0.86369717,0.858949146,0.869410977,0.978376371,0.960883259
SimulatedTaskRunner.launchTask,0.878865944,0.917348314,0.890224988,0.902653846,0.923072299,0.971891247
CmsVfsFileWidget.getJsonConfig,0.879313523,0.835324543,0.849727895,0.878090486,0.827730349,0.897064447
GenerateImplFastCorner.generateSamples,0.69388414,0.621029454,0.642858106,0.618396249,0.69402458,0.635033557
SwissArmyKnife.getDuration,0.958116224,0.90348671,0.837432322,0.920383129,0.865713062,0.948883778
LightWeightHashSet.pollToArray,0.915114551,0.935075452,0.923213543,0.934278838,0.929374345,0.861699817
ExtensionSpider.startScan,0.999900479,0.999885685,0.999872645,0.999905142,0.999922783,0.999876459
SystemUtil.getBoolean,0.857289773,0.984502926,0.871019482,0.890991746,0.951852808,0.872774611
KvStateRegistry.unregisterKvState,0.980704542,0.980220519,0.997876986,0.986735677,0.99791738,0.997183431
NNLatencyBenchmark.tearDown,0.806517019,0.839071926,0.785231001,0.776258384,0.804068644,0.772365361
ThreadPoolExecutor.getTask,0.999887019,0.99992364,0.999908137,1,0.99990981,0.999921943
SerializerBase.getOutputProperty,0.799402687,0.799322848,0.839588424,0.911683289,0.834712109,0.983415269
EnjoyEngine.createEngine,0.942141666,0.916909281,0.928819858,0.936021752,0.905313984,0.903338471
MiniMax.findMax,0.98710799,0.987234717,0.968041723,0.979588785,0.97520321,0.987485306
Resolve.isInnerSubClass,0.970371182,0.978374146,0.978418316,0.977827127,0.97740803,0.978277049
MapUtil.createInt2ObjectHashMap,0.972047633,0.971643902,0.971261268,0.971916539,0.971643902,0.971895415
CollUtil.intersection,0.958711657,0.973430863,0.944963242,0.932530525,0.935704677,0.945853326
DefaultGroovyMethods.takeWhile,0.970009131,0.969640433,0.994057836,0.920042541,0.969593953,0.969640405
PluginFactory.probeNextPlugin,0.914147931,0.935105129,0.947864974,0.856698396,0.91764215,0.936499402
ImgUtil.toBase64,0.992094824,0.999918591,0.992193347,0.99239156,0.992159085,0.999883202
API.hasValidKey,0.96727742,0.916785528,0.870809459,0.956363384,0.89770334,0.795494569
StandardPrefixDB.instance,0.98222283,0.982610585,0.981930848,0.982669881,0.972102428,0.982197875
EncodedGradientsAccumulator.reset,0.838106443,0.887867133,0.880610353,0.739080373,0.86944835,0.892360973
GlobalExcludeURLParam.setDefaultList,0.770639577,0.883842074,0.810385563,0.82246085,0.788235003,0.860624279
SMARTSQueryTool.matches,0.829970178,0.842422826,0.850122682,0.84466161,0.901859039,0.880599459
JShellTool.subCommand,0.848446064,0.860770937,0.82095746,0.847086567,0.906398299,0.837956742
RaidNode.makeRelative,0.863502489,0.865358722,0.955744,0.865481593,0.95642177,0.881771025
DescriptorProperties.putBoolean,0.999914058,1,0.999895605,0.999887757,0.999917069,0.999903766
CmsADEConfigData.getTypesWithModifiableFormatters,0.987725904,0.97993856,0.964037429,0.953113556,0.956862425,0.95870511
PrefPanel.addDoubleField,0.986800935,0.98729722,0.987248697,0.987327738,0.987094375,0.987002941
CreateSymbols.includeEffectiveAccess,0.886156647,0.921526359,0.758491141,0.748726219,0.914352094,0.77696749
ClassWriterImpl.addNestedClassInfo,0.806564052,0.924548741,0.926080793,0.840636475,0.90762792,0.867213073
DTMDocumentImpl.appendNode,0.922763514,0.934850598,0.772366779,0.877410957,0.916029967,0.939312949
ExtensionActiveScan.getMenuItemPolicy,0.938465641,0.941063198,0.951824655,0.940171829,0.958894291,0.938339932
KeyUtil.getKeyGenerator,0.987234565,0.987119601,0.992250183,0.987175755,0.987489373,0.98735876
TryWithResourcesASTTransformation.transform,0.953050054,0.957558953,0.951925133,0.913792234,0.953538058,0.959785873
IOGroovyMethods.getBytes,0.898457069,0.898533125,0.898440909,0.898144781,0.89684891,0.898865104
GroovyMain.processOnce,0.920908968,0.985016671,0.939063535,0.920371923,0.897579213,0.962345715
ExtendedCisTrans.getOtherAtom,0.957563687,0.875088074,0.947294484,0.945262355,0.963518339,0.951246995
MDLRXNReader.readChemModel,0.959865739,0.828070335,0.920178726,0.923864226,0.969484229,0.985009423
JobInProgress.refreshTaskCountsAndWaitTime,0.932003587,0.918957111,0.880356203,0.897616386,0.928925367,0.935562924
GroovyCollections.transpose,0.871473952,0.883474831,0.877188197,0.883044629,0.897762038,0.887968327
DistCp.setMapCount,0.960562445,0.920852039,0.902713453,0.95858835,0.928496237,0.966531946
PrimsMinimumSpanningTree.pruneTree,0.958982332,0.948119773,0.831170703,0.91906357,0.962614456,0.948446145
JShellTool.printStackTrace,0.915069935,0.898564162,0.913308621,0.936135712,0.926363628,0.883472742
TransformProcess.execute,0.904382981,0.838091607,0.938127254,0.87556291,0.94447122,0.894886708
KeyUtil.getKeyPairGenerator,0.983962594,0.984007278,0.984045993,0.983654579,0.983826712,0.984012866
SDBaseOps.tile,0.999883139,0.999890729,0.999883139,0.999891746,1,0.999904465
TypeSignature.getComponentType,0.868371589,0.845235833,0.868758653,0.859737302,0.870258053,0.845886956
VecmathUtil.extents,0.840254311,0.919209098,0.919171789,0.943223409,0.943260973,0.942827595
GenericInMemoryCatalog.validatePartitionedTable,0.941827776,0.945674035,0.942107227,0.94110619,0.927927142,0.957074389
AbstractContextSelectToolbarStatusPanel.setupToolbarElements,0.8929952,0.866484866,0.856771565,0.805759459,0.862271463,0.869155863
ScriptBytecodeAdapter.invokeMethodN,0.999893268,0.999874711,0.999868911,0.99984059,0.999880502,0.999897017
ExecutionGraph.getArchivedExecutionConfig,0.721902129,0.874902251,0.804637381,0.850810954,0.826478052,0.863861195
RaftNodeImpl.canReplicateNewEntry,0.912197338,0.814551919,0.917995256,0.833811315,0.908755827,0.918919726
JsonGetterContextCache.cleanupIfNeccessary,0.909399276,0.849089581,0.921552929,0.866862571,0.884129906,0.862799331
ByteArrayUtil.readUnsignedVarint,0.881691936,0.883381288,0.945025572,0.877515532,0.941396741,0.879408632
Control.notifyExtensionsSessionChanged,0.993350613,0.855918157,0.900436495,0.926753628,0.866943028,0.949578836
RemoteException.unwrapRemoteException,0.903336449,0.879998333,0.933995084,0.878465353,0.932681167,0.881489061
SqlValidatorImpl.registerOperandSubQueries,0.949927162,0.965290321,0.955133233,0.920067388,0.951788345,0.962221439
JsonObject.getFloat,0.999897966,0.999890902,0.99988533,1,0.999876291,0.999863149
TldDetection.detectionCascade,0.903915432,0.921859993,0.845428943,0.918861571,0.863929452,0.909615524
ClassReader.readInnerClasses,0.834941723,0.81629185,0.836859676,0.843739819,0.839312035,0.846442439
DetectChessboardSquarePoints.configureContourDetector,0.936819921,0.971210896,0.970294215,0.970406615,0.970292374,0.958171836
ClassNodeResolver.findByClassLoading,0.940970029,0.934160197,0.958271529,0.94462639,0.944512212,0.943927323
CmsEditModuleForm.updateSiteInfo,0.816109053,0.820901985,0.872187629,0.881719526,0.8375445,0.902571754
BytesWritable.readFields,0.96506514,0.943028162,0.941779933,0.916338176,0.924423785,0.951717183
ProcessingUnit.setClassLoader,0.91471786,0.899457433,0.921039745,0.894212372,0.922005576,0.926596785
Dict.removeEqual,0.896209209,0.903852512,0.938206673,0.910510997,0.888552082,0.899667101
DatasetHtmlWriter.resolve,0.946459128,0.978750407,0.94393004,0.943795833,0.944947163,0.991594198
CmsPreviewService.readFocalPoint,0.884450324,0.910928834,0.937933545,0.869444336,0.936472214,0.868082712
CmsSubscriptionManager.setEnabled,0.999872316,1,0.999869094,0.999867513,0.999856571,0.999883379
BaseCudaDataBuffer.set,0.49497245,0.782972951,0.766152152,0.635076821,0.786443975,0.680077611
BooleanIndexing.and,0.94657751,0.94719335,0.931294016,0.911147838,0.929409411,0.944947929
Condition.buildValuePartForIN,0.912913336,0.906303055,0.840927557,0.910049987,0.904596027,0.929279967
ClientBwListConfigHandler.handleLostConnection,0.819588461,0.865360347,0.85657257,0.742035975,0.848876412,0.81424857
StreamGraphGenerator.generateInternal,0.844396337,0.997916744,0.997916744,0.856219292,0.997909977,0.997796673
SameDiff.fromFlatBuffers,0.905039083,0.901544509,0.938516752,0.89900021,0.945964988,0.947369764
AbstractServlet.probeRequest,0.898789582,0.900300063,0.958595524,0.909902245,0.931700443,0.908143815
QueueStoreWrapper.create,0.972834902,0.972804479,0.964819359,0.971584483,0.981313943,0.967336779
AbstractFrame.centerFrame,0.992707276,0.992805582,0.947427742,0.971309586,0.985237334,0.962713605
Pool.get,0.966415926,0.964451905,0.965419609,0.968102908,0.964975734,0.965437744
DataSet.sortPartition,0.999883507,0.999875026,0.999855987,0.994747581,0.999931597,0.999861155
AbstractParamContainerPanel.showDialog,0.867632319,0.874493984,0.818468336,0.87062882,0.873824634,0.901442798
SlotManager.unregisterSlotRequest,0.920097103,0.965200849,0.974323688,0.965852704,0.970183671,0.966040036
ReactionSetManipulator.getReactionByReactionID,0.976436763,0.973811851,0.976192478,0.976024954,0.97498418,0.976102914
ClassicMultidimensionalScalingTransform.computeSquaredDistanceMatrix,0.875007862,0.925338041,0.875342759,0.858112311,0.847445664,0.913179183
BytecodeHelper.negateBoolean,0.959079255,0.770681925,0.970447219,0.930246732,0.939645977,0.982960292
OperationServiceImpl.shutdownInvocations,0.808733733,0.935882526,0.95209805,0.813039313,0.976139935,0.985264992
Validator.validateIpv4,1,0.999915601,0.999934742,0.999879776,0.986009939,0.999863755
PatriciaTrie.findFirstDifferingBit,0.868947676,0.989233868,0.953773363,0.875973544,0.923765232,0.947820163
BaseHybridHashTable.getNextBuffers,0.935664944,0.96989746,0.924668067,0.885894342,0.96252767,0.936085291
AbstractMapServiceFactory.createMapService,0.958736915,0.929552723,0.890989682,0.889536957,0.888664727,0.880486481
SweepHullDelaunay2D.flipTriangle,0.857601403,0.848647507,0.865761874,0.82719945,0.890369614,0.935351144
KeyMap.get,1,0.999870315,0.999884616,0.999899526,0.999851582,0.999849643
FragmentAtom.getExactMass,0.840021832,0.9489852,0.841249657,0.839204293,0.9587408,0.84294551
YoloUtils.overlap,0.897281378,0.899715013,0.898584578,0.897731741,0.898754474,0.897833246
HttpDSP.build,0.897682695,0.911176218,0.915358361,0.902920634,0.885564005,0.881210135
RootDocImpl.getOverviewPath,0.950537539,0.834686886,0.835638735,0.835569003,0.825097313,0.949863765
PNCounterImpl.get,0.973699266,0.972206363,0.96646265,0.951604493,0.972086626,0.976550983
UtilLepetitEPnP.computeCameraControl,0.963568254,0.958007682,0.951752329,0.955749547,0.952361307,0.951930282
EdmondsMaximumMatching.blossomSupports,0.871360318,0.855222442,0.902034975,0.793103051,0.865984961,0.862245797
DebugAminoAcid.getFlag,0.860209324,0.935610594,0.936453624,0.936409876,0.96234269,0.859251662
AioServer.init,0.912207208,0.914415935,0.904081139,0.909581799,0.923925326,0.907484905
FSDataset.getCauseIfDiskError,0.907962785,0.933042367,0.894409269,0.940951844,0.958506244,0.907294635
ReactionRenderer.paint,0.998397762,0.99845315,0.982868791,0.983253295,0.98346469,0.969204425
ChannelWriterOutputView.nextSegment,0.969466455,0.970018808,0.830692129,0.806213934,0.986290157,0.998214769
SSLUtils.isRestSSLEnabled,0.950676044,0.950855826,0.92479789,0.951387189,0.999919056,0.951087477
OutputPanel.getJScrollPane,0.96054597,0.957141638,0.950364953,0.949218935,0.947932769,0.992653608
XPathContext.popRTFContext,0.930188233,0.939967254,0.945982358,0.915461004,0.917124401,0.946736111
FactoryFinder.newInstance,0.902851487,0.88612307,0.922969406,0.880523088,0.907805215,0.81812925
CmsContainerpageUtil.createGroupcontainerElement,0.938223176,0.918000153,0.901341439,0.919157081,0.935414838,0.943321959
ExtensionAlert.applyOverrides,0.950042458,0.940378577,0.951493473,0.950741246,0.940336998,0.911077069
AbstractFrame.restoreWindowSize,0.981093748,0.961408544,0.980699623,0.987765052,0.982827082,0.965839377
CachingGroovyEngine.exec,0.926575712,0.906503803,0.989128325,0.909737794,0.939124192,0.92370867
GeneralPurposeFFT_F64_1D.radb2,0.97757712,0.980493945,0.972938609,0.98312219,0.963189671,0.972147764
SerializedFormBuilder.build,0.853677398,0.829494406,0.690805399,0.772299011,0.812863781,0.799712633
Quantifier.toPattern,0.954896624,0.959404411,0.948698513,0.971187541,0.913675565,0.951628965
HoughTransformLineFootOfNorm.parameterize,0.68430336,0.729833407,0.839311193,0.822497782,0.894118004,0.709023952
GenericMethod.setRequestBody,0.933569252,0.947220954,0.96866133,0.929624859,0.940472744,0.931932814
IosHttpURLConnection.saveResponseCookies,0.932068671,0.912475763,0.968402895,0.930473399,0.953252575,0.931236458
CmsDirectEditButtons.openEditDialog,0.884375282,0.821074191,0.785447336,0.89447033,0.822272755,0.885010259
CmsPriorityTitleResourceComparator.create,0.998737916,0.995078551,0.998669008,0.998626432,0.9987443,0.99855903
GZIPOutputStream.writeShort,0.999939853,0.999897506,0.999913381,0.999911047,0.999918837,0.99992856
QueryBond.compare,0.92869167,0.909012583,0.892106202,0.892613345,0.943595511,0.953903372
FactoryOrientation.convertImage,0.891838586,0.936514409,0.92096844,0.884106809,0.917910412,0.92457598
ComponentMaximiserMouseListener.confirmMaximisation,0.781882886,0.728559758,0.761042973,0.783563939,0.905316662,0.751912953
HttpRequestHeader.setCookies,0.945716134,0.945481123,0.93872307,0.932208163,0.943255323,0.934434991
OnDiskArray.resizeFile,0.819025632,0.841271082,0.879445418,0.831379142,0.901722193,0.819315224
FactoryKernel.random2D_F32,0.999113895,0.99908527,0.999073763,0.998922779,0.999021631,0.999164965
CmsClientVariantDisplay.buildClientVariantUrl,0.810050766,0.74602938,0.867838816,0.74091034,0.889867579,0.797667092
CmsVfsService.getNoPreviewReason,0.947067652,0.922057022,0.94733735,0.870195183,0.948555001,0.958897189
AsymmetricCrypto.decrypt,0.99291969,0.958000546,0.959199957,0.980424967,0.978725292,0.973698997
LossLayer.fit,0.836715554,0.962014363,0.923967836,0.930565796,0.930458416,0.955087306
MessageFlyweight.getBoolean,0.935750127,0.981125524,0.936124221,0.971655295,0.866204567,0.936582071
DDS.search,0.898549575,0.853150488,0.881604687,0.891508442,0.89601827,0.934008598
Shell.getUlimitMemoryCommand,0.944273658,0.931752478,0.894513315,0.925800065,0.907775647,0.91469538
BondManipulator.getSingleBondEquivalentSum,0.996441309,0.996491848,0.996685561,0.996484461,0.996615224,0.996608246
RendererModel.setHighlightedAtom,0.904772565,0.904772565,0.999938917,0.904950679,0.971930751,0.905546871
CmsToolManager.setBaseToolPath,0.993640642,0.993567815,0.995570486,0.993313499,0.995412758,0.993516044
XPathParser.initXPath,0.952163502,0.954282159,0.952811317,0.930391796,0.953406045,0.949026923
SqlConnRunner.update,0.973948904,0.957864548,0.97836744,0.963438481,0.974959412,0.973044082
TimeZoneFormat.format,0.897674694,0.88221803,0.873927063,0.909146993,0.950362188,0.924305292
SpiderThread.startSpider,0.829866935,0.822780359,0.887894996,0.800414391,0.831730489,0.84440371
Numbers.equalLongAndDouble,0.888042124,0.878902264,0.945883369,0.864018275,0.899952939,0.893365219
AtomContainerSet.setMultiplier,0.990043191,0.99011228,0.99011228,0.990145821,0.99016024,0.99009755
StreamGraphHasherV2.generateDeterministicHash,0.889817365,0.879084694,0.894354188,0.912300957,0.877809275,0.909647275
MethodWriterImpl.addNavDetailLink,0.999904581,0.999906854,0.999884513,0.999887874,1,0.999916429
CmsSerialDateValue.readOptionalArray,0.961856777,0.915583435,0.955330676,0.903711728,0.958816476,0.969124524
NetUtil.isInRange,0.916982259,0.940481938,0.926138971,0.906977219,0.831321463,0.943728232
DelayQueue.poll,0.990172881,0.989786894,0.987542388,0.989238863,0.987588139,0.989620029
HttpMethodBase.responseBodyConsumed,0.866476264,0.876658753,0.863001193,0.794154264,0.88972935,0.867205714
DefaultGroovyMethods.findIndexOf,0.97208453,0.972376805,0.9688947,0.972940244,0.968547833,0.964478848
TensorFlowImportValidator.checkAllModelsForImport,0.945714403,0.949144266,0.9624632,0.951130854,0.971734781,0.958849433
DataSet.binarize,0.909372695,0.962804682,0.94910482,0.859442635,0.959595285,0.905804051
KerasLayerUtils.removeDefaultWeights,0.921453628,0.86696222,0.903165141,0.90111272,0.886689906,0.891417657
ArrayFloat.copyFrom1DJavaArray,0.994983836,0.994852918,0.995146683,0.995031712,0.995116656,0.994696613
INFLO.run,0.954953839,0.95978388,0.94989295,0.958229101,0.933981786,0.954469464
Eval.compileFailResult,0.86825004,0.886432218,0.846904392,0.843192764,0.809242437,0.848236656
DemonstrationBase.openNextFile,0.850513838,0.724954297,0.842463658,0.709141299,0.741870549,0.768273188
DistCp.isAncestorPath,0.869896239,0.882211374,0.916912901,0.860622586,0.855520294,0.852319509
TaskTracker.done,0.889788391,0.968142888,0.936570363,0.936819707,0.912902832,0.971818712
CmsVisitEntryFilter.filterTo,0.999930078,0.999893165,0.998730606,0.999934914,0.998767904,1
HierarchicalClassLabel.compareTo,0.786873949,0.712599376,0.730189258,0.702635525,0.776603336,0.791782223
Validator.validateChinese,1,0.999845148,0.999911044,0.99987232,0.987798039,0.999907584
InvDatasetFcGrib.makeDatasetTop,0.957892392,0.956561151,0.956748611,0.986172264,0.990026115,0.964288001
SparkUtils.repartitionBalanceIfRequired,0.943410005,0.936196049,0.895706392,0.931302902,0.897180208,0.944542756
CatGenConfigMetadataFactory.readMetadataContentFromURL,0.89753707,0.88744504,0.898981914,0.897107764,0.877406209,0.87270789
MiniCluster.createRpcService,0.93850253,0.931275174,0.86456951,0.922209732,0.943150521,0.941949539
AtomContainerSetManipulator.getAllChemObjects,0.932465155,0.932717046,0.925765382,0.926350617,0.991086716,0.922710832
RepairingHandler.updateLastKnownStaleSequence,0.925094421,0.940200067,0.910216597,0.933807486,0.950514913,0.928336613
