func_name,Deepseek-V3.2,Deepseek-V4-Flash,GPT-5.4-mini,Gemini-3.1-Flash-Lite-Preview,Qwen3-32B,Qwen3-Coder-30B-A3B-Instruct
DescriptorProperties.putBoolean,0.999914058,0.999903766,0.999917069,1,0.999895605,0.999887757
CmsADEConfigData.getTypesWithModifiableFormatters,0.987725904,0.95870511,0.956862425,0.97993856,0.964037429,0.953113556
PrefPanel.addDoubleField,0.986800935,0.987002941,0.987094375,0.98729722,0.987248697,0.987327738
CreateSymbols.includeEffectiveAccess,0.886156647,0.77696749,0.914352094,0.921526359,0.758491141,0.748726219
ClassWriterImpl.addNestedClassInfo,0.806564052,0.867213073,0.90762792,0.924548741,0.926080793,0.840636475
DTMDocumentImpl.appendNode,0.922763514,0.939312949,0.916029967,0.934850598,0.772366779,0.877410957
ExtensionActiveScan.getMenuItemPolicy,0.938465641,0.938339932,0.958894291,0.941063198,0.951824655,0.940171829
KeyUtil.getKeyGenerator,0.987234565,0.98735876,0.987489373,0.987119601,0.992250183,0.987175755
TryWithResourcesASTTransformation.transform,0.953050054,0.959785873,0.953538058,0.957558953,0.951925133,0.913792234
IOGroovyMethods.getBytes,0.898457069,0.898865104,0.89684891,0.898533125,0.898440909,0.898144781
GroovyMain.processOnce,0.920908968,0.962345715,0.897579213,0.985016671,0.939063535,0.920371923
ExtendedCisTrans.getOtherAtom,0.957563687,0.951246995,0.963518339,0.875088074,0.947294484,0.945262355
MDLRXNReader.readChemModel,0.959865739,0.985009423,0.969484229,0.828070335,0.920178726,0.923864226
JobInProgress.refreshTaskCountsAndWaitTime,0.932003587,0.935562924,0.928925367,0.918957111,0.880356203,0.897616386
GroovyCollections.transpose,0.871473952,0.887968327,0.897762038,0.883474831,0.877188197,0.883044629
DistCp.setMapCount,0.960562445,0.966531946,0.928496237,0.920852039,0.902713453,0.95858835
PrimsMinimumSpanningTree.pruneTree,0.958982332,0.948446145,0.962614456,0.948119773,0.831170703,0.91906357
JShellTool.printStackTrace,0.915069935,0.883472742,0.926363628,0.898564162,0.913308621,0.936135712
TransformProcess.execute,0.904382981,0.894886708,0.94447122,0.838091607,0.938127254,0.87556291
KeyUtil.getKeyPairGenerator,0.983962594,0.984012866,0.983826712,0.984007278,0.984045993,0.983654579
SDBaseOps.tile,0.999883139,0.999904465,1,0.999890729,0.999883139,0.999891746
TypeSignature.getComponentType,0.868371589,0.845886956,0.870258053,0.845235833,0.868758653,0.859737302
VecmathUtil.extents,0.840254311,0.942827595,0.943260973,0.919209098,0.919171789,0.943223409
GenericInMemoryCatalog.validatePartitionedTable,0.941827776,0.957074389,0.927927142,0.945674035,0.942107227,0.94110619
AbstractContextSelectToolbarStatusPanel.setupToolbarElements,0.8929952,0.869155863,0.862271463,0.866484866,0.856771565,0.805759459
ScriptBytecodeAdapter.invokeMethodN,0.999893268,0.999897017,0.999880502,0.999874711,0.999868911,0.99984059
ExecutionGraph.getArchivedExecutionConfig,0.721902129,0.863861195,0.826478052,0.874902251,0.804637381,0.850810954
RaftNodeImpl.canReplicateNewEntry,0.912197338,0.918919726,0.908755827,0.814551919,0.917995256,0.833811315
JsonGetterContextCache.cleanupIfNeccessary,0.909399276,0.862799331,0.884129906,0.849089581,0.921552929,0.866862571
ByteArrayUtil.readUnsignedVarint,0.881691936,0.879408632,0.941396741,0.883381288,0.945025572,0.877515532
Control.notifyExtensionsSessionChanged,0.993350613,0.949578836,0.866943028,0.855918157,0.900436495,0.926753628
RemoteException.unwrapRemoteException,0.903336449,0.881489061,0.932681167,0.879998333,0.933995084,0.878465353
SqlValidatorImpl.registerOperandSubQueries,0.949927162,0.962221439,0.951788345,0.965290321,0.955133233,0.920067388
JsonObject.getFloat,0.999897966,0.999863149,0.999876291,0.999890902,0.99988533,1
TldDetection.detectionCascade,0.903915432,0.909615524,0.863929452,0.921859993,0.845428943,0.918861571
ClassReader.readInnerClasses,0.834941723,0.846442439,0.839312035,0.81629185,0.836859676,0.843739819
DetectChessboardSquarePoints.configureContourDetector,0.936819921,0.958171836,0.970292374,0.971210896,0.970294215,0.970406615
ClassNodeResolver.findByClassLoading,0.940970029,0.943927323,0.944512212,0.934160197,0.958271529,0.94462639
CmsEditModuleForm.updateSiteInfo,0.816109053,0.902571754,0.8375445,0.820901985,0.872187629,0.881719526
BytesWritable.readFields,0.96506514,0.951717183,0.924423785,0.943028162,0.941779933,0.916338176
ProcessingUnit.setClassLoader,0.91471786,0.926596785,0.922005576,0.899457433,0.921039745,0.894212372
Dict.removeEqual,0.896209209,0.899667101,0.888552082,0.903852512,0.938206673,0.910510997
DatasetHtmlWriter.resolve,0.946459128,0.991594198,0.944947163,0.978750407,0.94393004,0.943795833
CmsPreviewService.readFocalPoint,0.884450324,0.868082712,0.936472214,0.910928834,0.937933545,0.869444336
CmsSubscriptionManager.setEnabled,0.999872316,0.999883379,0.999856571,1,0.999869094,0.999867513
BaseCudaDataBuffer.set,0.49497245,0.680077611,0.786443975,0.782972951,0.766152152,0.635076821
BooleanIndexing.and,0.94657751,0.944947929,0.929409411,0.94719335,0.931294016,0.911147838
Condition.buildValuePartForIN,0.912913336,0.929279967,0.904596027,0.906303055,0.840927557,0.910049987
ClientBwListConfigHandler.handleLostConnection,0.819588461,0.81424857,0.848876412,0.865360347,0.85657257,0.742035975
StreamGraphGenerator.generateInternal,0.844396337,0.997796673,0.997909977,0.997916744,0.997916744,0.856219292
SameDiff.fromFlatBuffers,0.905039083,0.947369764,0.945964988,0.901544509,0.938516752,0.89900021
AbstractServlet.probeRequest,0.898789582,0.908143815,0.931700443,0.900300063,0.958595524,0.909902245
QueueStoreWrapper.create,0.972834902,0.967336779,0.981313943,0.972804479,0.964819359,0.971584483
AbstractFrame.centerFrame,0.992707276,0.962713605,0.985237334,0.992805582,0.947427742,0.971309586
Pool.get,0.966415926,0.965437744,0.964975734,0.964451905,0.965419609,0.968102908
DataSet.sortPartition,0.999883507,0.999861155,0.999931597,0.999875026,0.999855987,0.994747581
AbstractParamContainerPanel.showDialog,0.867632319,0.901442798,0.873824634,0.874493984,0.818468336,0.87062882
SlotManager.unregisterSlotRequest,0.920097103,0.966040036,0.970183671,0.965200849,0.974323688,0.965852704
ReactionSetManipulator.getReactionByReactionID,0.976436763,0.976102914,0.97498418,0.973811851,0.976192478,0.976024954
ClassicMultidimensionalScalingTransform.computeSquaredDistanceMatrix,0.875007862,0.913179183,0.847445664,0.925338041,0.875342759,0.858112311
BytecodeHelper.negateBoolean,0.959079255,0.982960292,0.939645977,0.770681925,0.970447219,0.930246732
OperationServiceImpl.shutdownInvocations,0.808733733,0.985264992,0.976139935,0.935882526,0.95209805,0.813039313
Validator.validateIpv4,1,0.999863755,0.986009939,0.999915601,0.999934742,0.999879776
PatriciaTrie.findFirstDifferingBit,0.868947676,0.947820163,0.923765232,0.989233868,0.953773363,0.875973544
BaseHybridHashTable.getNextBuffers,0.935664944,0.936085291,0.96252767,0.96989746,0.924668067,0.885894342
AbstractMapServiceFactory.createMapService,0.958736915,0.880486481,0.888664727,0.929552723,0.890989682,0.889536957
SweepHullDelaunay2D.flipTriangle,0.857601403,0.935351144,0.890369614,0.848647507,0.865761874,0.82719945
KeyMap.get,1,0.999849643,0.999851582,0.999870315,0.999884616,0.999899526
FragmentAtom.getExactMass,0.840021832,0.84294551,0.9587408,0.9489852,0.841249657,0.839204293
YoloUtils.overlap,0.897281378,0.897833246,0.898754474,0.899715013,0.898584578,0.897731741
HttpDSP.build,0.897682695,0.881210135,0.885564005,0.911176218,0.915358361,0.902920634
RootDocImpl.getOverviewPath,0.950537539,0.949863765,0.825097313,0.834686886,0.835638735,0.835569003
PNCounterImpl.get,0.973699266,0.976550983,0.972086626,0.972206363,0.96646265,0.951604493
UtilLepetitEPnP.computeCameraControl,0.963568254,0.951930282,0.952361307,0.958007682,0.951752329,0.955749547
EdmondsMaximumMatching.blossomSupports,0.871360318,0.862245797,0.865984961,0.855222442,0.902034975,0.793103051
DebugAminoAcid.getFlag,0.860209324,0.859251662,0.96234269,0.935610594,0.936453624,0.936409876
AioServer.init,0.912207208,0.907484905,0.923925326,0.914415935,0.904081139,0.909581799
FSDataset.getCauseIfDiskError,0.907962785,0.907294635,0.958506244,0.933042367,0.894409269,0.940951844
ReactionRenderer.paint,0.998397762,0.969204425,0.98346469,0.99845315,0.982868791,0.983253295
ChannelWriterOutputView.nextSegment,0.969466455,0.998214769,0.986290157,0.970018808,0.830692129,0.806213934
SSLUtils.isRestSSLEnabled,0.950676044,0.951087477,0.999919056,0.950855826,0.92479789,0.951387189
OutputPanel.getJScrollPane,0.96054597,0.992653608,0.947932769,0.957141638,0.950364953,0.949218935
XPathContext.popRTFContext,0.930188233,0.946736111,0.917124401,0.939967254,0.945982358,0.915461004
FactoryFinder.newInstance,0.902851487,0.81812925,0.907805215,0.88612307,0.922969406,0.880523088
CmsContainerpageUtil.createGroupcontainerElement,0.938223176,0.943321959,0.935414838,0.918000153,0.901341439,0.919157081
ExtensionAlert.applyOverrides,0.950042458,0.911077069,0.940336998,0.940378577,0.951493473,0.950741246
AbstractFrame.restoreWindowSize,0.981093748,0.965839377,0.982827082,0.961408544,0.980699623,0.987765052
CachingGroovyEngine.exec,0.926575712,0.92370867,0.939124192,0.906503803,0.989128325,0.909737794
GeneralPurposeFFT_F64_1D.radb2,0.97757712,0.972147764,0.963189671,0.980493945,0.972938609,0.98312219
SerializedFormBuilder.build,0.853677398,0.799712633,0.812863781,0.829494406,0.690805399,0.772299011
Quantifier.toPattern,0.954896624,0.951628965,0.913675565,0.959404411,0.948698513,0.971187541
HoughTransformLineFootOfNorm.parameterize,0.68430336,0.709023952,0.894118004,0.729833407,0.839311193,0.822497782
GenericMethod.setRequestBody,0.933569252,0.931932814,0.940472744,0.947220954,0.96866133,0.929624859
IosHttpURLConnection.saveResponseCookies,0.932068671,0.931236458,0.953252575,0.912475763,0.968402895,0.930473399
CmsDirectEditButtons.openEditDialog,0.884375282,0.885010259,0.822272755,0.821074191,0.785447336,0.89447033
CmsPriorityTitleResourceComparator.create,0.998737916,0.99855903,0.9987443,0.995078551,0.998669008,0.998626432
GZIPOutputStream.writeShort,0.999939853,0.99992856,0.999918837,0.999897506,0.999913381,0.999911047
QueryBond.compare,0.92869167,0.953903372,0.943595511,0.909012583,0.892106202,0.892613345
FactoryOrientation.convertImage,0.891838586,0.92457598,0.917910412,0.936514409,0.92096844,0.884106809
ComponentMaximiserMouseListener.confirmMaximisation,0.781882886,0.751912953,0.905316662,0.728559758,0.761042973,0.783563939
HttpRequestHeader.setCookies,0.945716134,0.934434991,0.943255323,0.945481123,0.93872307,0.932208163
OnDiskArray.resizeFile,0.819025632,0.819315224,0.901722193,0.841271082,0.879445418,0.831379142
FactoryKernel.random2D_F32,0.999113895,0.999164965,0.999021631,0.99908527,0.999073763,0.998922779
CmsClientVariantDisplay.buildClientVariantUrl,0.810050766,0.797667092,0.889867579,0.74602938,0.867838816,0.74091034
CmsVfsService.getNoPreviewReason,0.947067652,0.958897189,0.948555001,0.922057022,0.94733735,0.870195183
AsymmetricCrypto.decrypt,0.99291969,0.973698997,0.978725292,0.958000546,0.959199957,0.980424967
LossLayer.fit,0.836715554,0.955087306,0.930458416,0.962014363,0.923967836,0.930565796
MessageFlyweight.getBoolean,0.935750127,0.936582071,0.866204567,0.981125524,0.936124221,0.971655295
DDS.search,0.898549575,0.934008598,0.89601827,0.853150488,0.881604687,0.891508442
Shell.getUlimitMemoryCommand,0.944273658,0.91469538,0.907775647,0.931752478,0.894513315,0.925800065
BondManipulator.getSingleBondEquivalentSum,0.996441309,0.996608246,0.996615224,0.996491848,0.996685561,0.996484461
RendererModel.setHighlightedAtom,0.904772565,0.905546871,0.971930751,0.904772565,0.999938917,0.904950679
CmsToolManager.setBaseToolPath,0.993640642,0.993516044,0.995412758,0.993567815,0.995570486,0.993313499
XPathParser.initXPath,0.952163502,0.949026923,0.953406045,0.954282159,0.952811317,0.930391796
SqlConnRunner.update,0.973948904,0.973044082,0.974959412,0.957864548,0.97836744,0.963438481
TimeZoneFormat.format,0.897674694,0.924305292,0.950362188,0.88221803,0.873927063,0.909146993
SpiderThread.startSpider,0.829866935,0.84440371,0.831730489,0.822780359,0.887894996,0.800414391
Numbers.equalLongAndDouble,0.888042124,0.893365219,0.899952939,0.878902264,0.945883369,0.864018275
AtomContainerSet.setMultiplier,0.990043191,0.99009755,0.99016024,0.99011228,0.99011228,0.990145821
StreamGraphHasherV2.generateDeterministicHash,0.889817365,0.909647275,0.877809275,0.879084694,0.894354188,0.912300957
MethodWriterImpl.addNavDetailLink,0.999904581,0.999916429,1,0.999906854,0.999884513,0.999887874
CmsSerialDateValue.readOptionalArray,0.961856777,0.969124524,0.958816476,0.915583435,0.955330676,0.903711728
NetUtil.isInRange,0.916982259,0.943728232,0.831321463,0.940481938,0.926138971,0.906977219
DelayQueue.poll,0.990172881,0.989620029,0.987588139,0.989786894,0.987542388,0.989238863
HttpMethodBase.responseBodyConsumed,0.866476264,0.867205714,0.88972935,0.876658753,0.863001193,0.794154264
DefaultGroovyMethods.findIndexOf,0.97208453,0.964478848,0.968547833,0.972376805,0.9688947,0.972940244
TensorFlowImportValidator.checkAllModelsForImport,0.945714403,0.958849433,0.971734781,0.949144266,0.9624632,0.951130854
DataSet.binarize,0.909372695,0.905804051,0.959595285,0.962804682,0.94910482,0.859442635
KerasLayerUtils.removeDefaultWeights,0.921453628,0.891417657,0.886689906,0.86696222,0.903165141,0.90111272
ArrayFloat.copyFrom1DJavaArray,0.994983836,0.994696613,0.995116656,0.994852918,0.995146683,0.995031712
INFLO.run,0.954953839,0.954469464,0.933981786,0.95978388,0.94989295,0.958229101
Eval.compileFailResult,0.86825004,0.848236656,0.809242437,0.886432218,0.846904392,0.843192764
DemonstrationBase.openNextFile,0.850513838,0.768273188,0.741870549,0.724954297,0.842463658,0.709141299
DistCp.isAncestorPath,0.869896239,0.852319509,0.855520294,0.882211374,0.916912901,0.860622586
TaskTracker.done,0.889788391,0.971818712,0.912902832,0.968142888,0.936570363,0.936819707
CmsVisitEntryFilter.filterTo,0.999930078,1,0.998767904,0.999893165,0.998730606,0.999934914
HierarchicalClassLabel.compareTo,0.786873949,0.791782223,0.776603336,0.712599376,0.730189258,0.702635525
Validator.validateChinese,1,0.999907584,0.987798039,0.999845148,0.999911044,0.99987232
InvDatasetFcGrib.makeDatasetTop,0.957892392,0.964288001,0.990026115,0.956561151,0.956748611,0.986172264
SparkUtils.repartitionBalanceIfRequired,0.943410005,0.944542756,0.897180208,0.936196049,0.895706392,0.931302902
CatGenConfigMetadataFactory.readMetadataContentFromURL,0.89753707,0.87270789,0.877406209,0.88744504,0.898981914,0.897107764
MiniCluster.createRpcService,0.93850253,0.941949539,0.943150521,0.931275174,0.86456951,0.922209732
AtomContainerSetManipulator.getAllChemObjects,0.932465155,0.922710832,0.991086716,0.932717046,0.925765382,0.926350617
RepairingHandler.updateLastKnownStaleSequence,0.925094421,0.928336613,0.950514913,0.940200067,0.910216597,0.933807486
Bidi.getMemory,0.938651185,0.955136019,0.925675429,0.95459737,0.9056852,0.933110544
BeanUtil.fillBeanWithMap,0.969225121,0.966644103,0.95575172,0.942397779,0.916961175,0.945244766
View.getSingleton,0.832241294,0.784107652,0.80157295,0.816126563,0.741652198,0.798699286
RepairingTask.initRepairingHandlerAsync,0.830408032,0.815576921,0.832301669,0.856818996,0.798691785,0.831692578
PartitionReplicaFragmentVersions.setVersions,0.967041894,0.94144815,0.965959615,0.969494432,0.959530268,0.976733649
Session.write,0.81815682,0.857286006,0.889551425,0.854745463,0.851760613,0.844757836
FlinkKinesisProducer.flushSync,0.872873916,0.947856485,0.967193945,0.930384939,0.969676296,0.889781407
JShell.eval,0.953332801,0.950412539,0.892978907,0.878733955,0.852499101,0.851880723
DateTimeFormatter.format,0.931586103,0.932021678,0.99987466,0.931586103,0.93281406,0.932276999
SpiderScan.stopScan,0.990281752,0.990375158,0.990366605,0.990375158,0.940780557,0.963136892
DDSXMLParser.parseGrid,0.918069777,0.907260769,0.923909828,0.91478475,0.951712785,0.940379965
ExecutionGraph.attachJobGraph,0.866494107,0.895067908,0.912355815,0.896521272,0.897961363,0.896445191
CRLNumberExtension.set,0.958149045,0.921544049,0.97002424,0.960507865,0.964606358,0.951897804
Excel03SaxReader.getSheetName,0.934619123,0.937511018,0.945744954,0.886976998,0.864768034,0.936071906
XmlUtil.escapeXml,0.946935461,0.986283304,0.921368485,0.802447037,0.89134956,0.886372091
ContextAuthenticationPanel.changeMethodConfigPanel,0.903774661,0.87999614,0.823922226,0.841657879,0.920498696,0.915704829
CrossDriver.setup,0.999869196,0.999892195,0.999790817,0.999857491,0.999857921,0.999857491
DiskCache2.createUniqueFile,0.840847404,0.843854873,0.887528779,0.85423977,0.915475306,0.844204518
TransformerImpl.reset,0.866578027,0.817997123,0.832072167,0.836040743,0.84630057,0.817868235
Progress.complete,0.85836662,0.85836662,0.859986497,0.791363866,0.85348939,0.791975868
TreeSet.addAll,0.933569508,0.913446403,0.898687648,0.897599171,0.925167651,0.930639817
EventServiceImpl.getRegistrations,0.91422776,0.964869964,0.957984742,0.965230245,0.951952999,0.965118685
GroovyRunnerRegistry.entrySet,0.999892602,0.984534474,0.992922656,0.98466404,0.968084268,0.968316839
MapOutputFile.removeAll,0.849528459,0.808488391,0.833571742,0.900264115,0.895293726,0.84433137
HighlightGenerator.generate,0.884826537,0.929185509,0.627102519,0.885623619,0.891149052,0.87338639
DerValue.toDerInputStream,0.871514462,0.893768436,0.943999809,0.86301187,0.909812024,0.90414336
DefaultGroovyStaticMethods.getBundle,0.881166727,0.895384989,0.870727931,0.880851561,0.871156469,0.877656325
BuildState.flattenArtifacts,0.803435938,0.821424166,0.844838503,0.789601799,0.861219057,0.878719868
ExcelFileUtil.isXlsx,0.940544114,0.801936884,0.943319246,0.916832359,0.941020901,0.940744823
OlsonTimeZone.setID,0.966611473,0.96339068,0.99487486,0.927175746,0.953337328,0.967599721
CmsADEManager.getFormatterSettings,0.910020484,0.904573823,0.941635766,0.80764043,0.884641784,0.894138175
ExceptionUtil.getMessage,0.938325825,0.961426286,0.96998991,0.969695655,0.913119104,0.937563226
ChemicalFilters.convertOrder,0.904540949,0.906777907,0.909915565,0.900838015,0.910170394,0.874695487
OptionsApiPanel.getChkEnabled,0.999876169,0.944580082,0.980302941,0.999876169,0.981123027,0.982562536
LinearEquationSystem.equationsToString,0.982285555,0.984189766,0.997361147,0.964629556,0.999889932,0.715569391
DirectoryCollection.iterateOverMFileCollection,0.931051866,0.919585773,0.908150703,0.837593331,0.933822203,0.854508033
LineColumnReader.readLine,0.940035969,0.937109405,0.937918442,0.948247904,0.925452992,0.937708434
AnnotationTypeFieldBuilder.buildAnnotationTypeMember,0.912296158,0.97888968,0.909568265,0.933223857,0.904320479,0.934885648
QueryChemObject.setProperty,0.855271769,0.855881727,0.863125786,1,0.827896801,0.861730816
DocEnv.printWarning,0.99223262,0.991935095,0.999880246,0.992320772,0.999889566,0.992437203
BaseLevel1.iamax,0.986792112,0.986996497,0.995702878,0.986538932,0.986307257,0.986140356
INFLO.computeNeighborhoods,0.876348895,0.859032538,0.889074598,0.865334432,0.943673685,0.902208876
SslCertificateServiceImpl.createKeyPair,0.954732721,0.94836711,0.933581434,0.985328129,0.949203747,0.985326608
EigenvalueDecomposition.cdiv,0.98396262,0.984199503,0.984609222,0.983904089,0.984128436,0.983994426
CmsStyleVariable.setStyle,0.894448329,0.890278519,0.927147372,0.969730905,0.888507791,0.9042532
JsonMappers.getLegacyMapperFor,0.927964829,0.866110243,0.931199494,0.956175908,0.940607598,0.81746778
FastDatePrinter.selectNumberRule,0.973672176,0.999900859,0.940907854,0.999888195,0.941007649,0.974143939
RPUtils.buildTree,0.955679003,0.958087521,0.952419663,0.954572359,0.959077524,0.955606623
EnhanceImageOps.equalize,0.966590842,0.945031085,0.94663194,0.947698521,0.926341769,0.947976267
Messages.loadResourceBundle,0.858231502,0.842140402,0.913060772,0.897397444,0.901006216,0.844152971
BufrSplitter.readBuffer,0.840609385,0.896298273,0.878687445,0.869339161,0.905453478,0.896139636
LookasideCache.checkEvict,0.90680492,0.894728729,0.886922594,0.861503653,0.83940223,0.904620292
Logging.log,0.979337004,0.979337004,0.925426289,0.97947711,0.925004554,0.905963205
Dap2Lex.yylex,0.909834938,0.907022921,0.884145166,0.85674661,0.862121549,0.854424588
DataXceiver.run,0.858069916,0.816555356,0.841674026,0.826219958,0.883352145,0.833922599
CollectionExecutor.executeDataSink,0.898450455,0.906680123,0.923802664,0.84415956,0.889773539,0.916155576
SqlDateTimeUtils.dateDiff,0.996792825,0.996632824,0.992670235,0.887710842,0.987686733,0.914614613
EnumTypedef.writeCDL,0.981186278,0.963847979,0.983755747,0.980760698,0.983782612,0.983808993
HomographyInducedStereo3Pts.computeB,0.922755993,0.902323077,0.905247264,0.850690785,0.910536925,0.886128795
SerializedRecord.getStrings,0.933209792,0.927291549,0.932878672,0.845040708,0.810191696,0.896696194
ScanProgressDialog.getMainPanel,0.880423791,0.86784608,0.863371922,0.87641507,0.869017675,0.870686543
SameDiff.fit,0.927812071,0.904334883,0.905691811,0.928156992,0.857625651,0.912003253
OPTICSXi.updateFilterSDASet,0.9948283,0.908288825,0.986002797,0.952218376,0.9846057,0.953749898
FormatUtil.formatTo,0.951387274,0.951619739,0.983159688,0.94965568,0.94045969,0.925570399
ServletUtil.getParamMap,0.897560186,0.869526722,0.843509774,0.908555548,0.875491998,0.906765349
Config.setLockConfigs,0.995722854,0.995915041,0.995853791,0.995885322,0.995800453,0.995978234
AnnotationTypeRequiredMemberWriterImpl.getSummaryTableHeader,0.913050766,0.897807636,0.911256703,0.950185357,0.912022376,0.9120728
UnicodeReader.digit,0.869404917,0.850531782,0.855051146,0.862882627,0.85188663,0.892170893
A_CmsUI.changeProject,0.864143747,0.932490671,0.933131367,0.858895265,0.918847088,0.902655535
Duration.dividedBy,0.859110761,0.892540861,0.87739898,0.888588894,0.842031344,0.866888153
KvStateSerializer.serializeMap,0.969176715,0.95666401,0.955484297,0.973291341,0.983183378,0.946658688
Segments.getTotalClusterCount,0.982947915,0.974954936,0.974506758,0.983068092,0.968714371,0.974075788
BaseTransport.internalMessageHandler,1,0.920244922,0.999889143,0.999910839,0.999866402,0.934586148
AbstractJoiner.prepareClusterState,0.904057322,0.939899837,0.884426711,0.930973625,0.875028791,0.87508516
Java2DFrameConverter.getFrame,0.866845515,0.889068066,0.898286077,0.884491827,0.916478492,0.851067044
ExtensionScript.invokeSenderScript,0.977446159,0.994346605,0.960768026,0.992939197,0.952490105,0.977626698
CmsUploaderFileApi.onBrowserError,0.901164028,0.910399021,0.901634382,0.910488624,0.835728345,0.910872744
ProxyServer.startServer,0.903480116,0.918813089,0.914145619,0.893242858,0.904510361,0.924947443
AbstractFilteringStrategy.evaluateQueryEventFilter,0.900003631,0.945633356,0.953708416,0.975483996,0.961774911,0.916229046
CmsResourceUtil.getFullPath,0.878645065,0.893490799,0.982806688,0.789169584,0.888633498,0.847238858
Planar.reshape,0.981581497,0.984298462,0.995679,0.997200195,0.987621441,0.981203581
MongoDS.initCloud,0.868578351,0.883489935,0.831896495,0.914298157,0.831123772,0.894824269
SqlConnRunner.del,0.960288319,0.959102433,0.950015041,0.972524277,0.979297199,0.960927191
SetUtils.difference,0.950459381,0.949916161,0.949397475,0.949714034,0.950728765,0.951522544
PharmacophoreMatcher.matches,0.915122001,0.878987049,0.931708901,0.929975061,0.901984539,0.877891397
Normalizer2Impl.recompose,0.913784282,0.920678471,0.926088655,0.917548228,0.907782525,0.908477475
CmsOverviewSearchIndexDialog.defineWidgets,0.87836715,0.883412572,0.897147965,0.770106431,0.997569366,0.964037563
ArrowConverter.writeRecordBatchTo,0.949683187,0.948934408,0.89361496,0.949630949,0.805343346,0.849646054
ExtensionDynSSL.getRootCaCertificate,0.893789458,0.878495639,0.926269707,0.913842153,0.914163695,0.829731847
SparkSequenceVectors.fitSequences,0.767700641,0.826254479,0.8572283,0.75270659,0.802109949,0.796297004
ConstantsSummaryWriterImpl.addPackageName,0.857432471,0.906184897,0.94262009,0.935118283,0.905582312,0.930144728
LocalTransformExecutor.executeJoin,0.868079973,0.826446467,0.934910556,0.89581228,0.818513927,0.80228465
VisOdomMonoPlaneInfinity.maximizeCountInSpread,0.930554028,0.785329907,0.859865848,0.840728073,0.858216302,0.879227174
Assert.checkNonNull,0.903910678,0.975965907,0.917875248,0.976855479,0.891731114,0.907584129
CmsXmlContentDefinition.findSchemaTypesForPath,0.944810293,0.954396547,0.907117378,0.929231064,0.917628165,0.889328725
AvroSerializer.snapshotConfiguration,0.84616384,0.856044076,0.919771393,0.855374065,0.85572314,0.919446168
LonePairElectronChecker.isSaturated,0.788998538,0.855636241,0.810839312,0.783077469,0.787600762,0.834721894
MemberSummaryBuilder.hasMembersToDocument,0.955139494,0.969214618,0.948114227,0.82935744,0.921881376,0.850125073
ByteBuffer.appendDouble,0.999894555,0.999842408,1,1,0.999883563,0.999916801
RandomUtil.randomColor,0.930241292,0.929630727,0.957209303,0.958184022,0.959882169,0.931266793
DefaultTableModel.addColumn,0.960300396,0.999850521,0.999887675,0.961173824,0.976211333,0.901960208
PROCLUS.computeDimensionMap,0.831630557,0.890956661,0.86948477,0.862099316,0.852224616,0.869793118
KerasTokenizer.textsToSequences,0.937573803,0.931548778,0.956298521,0.931161992,0.943018286,0.935891359
GempakSurfaceIOSP.buildShipFile,0.951510333,0.911156516,0.926590356,0.88315469,0.911409833,0.91091423
TypePrinter.className,0.951733472,0.947035327,0.929447107,0.92344304,0.921806873,0.923321679
CalibrationIO.save,0.912288771,0.894143988,0.925223452,0.898872366,0.91823398,0.818999163
NcmlConstructor.readVariable,0.862049692,0.857563071,0.857671033,0.877551195,0.886655652,0.87878649
DicLibrary.gets,0.917809727,0.877968567,0.997779233,0.918516877,0.926146314,0.878150765
FactoryBuilderSupport.autoRegisterNodes,0.541191754,0.726709159,0.670015382,0.687722545,0.727373693,0.663613977
RBBIRuleScanner.fixOpStack,0.911703477,0.946281886,0.920254579,0.92025649,0.901495872,0.909036003
ExtensionHttpSessions.getHttpSessionTokensSet,0.999856743,0.999898813,0.999024033,0.999833557,0.999142073,0.999137938
GlobalDSFactory.set,0.828066107,0.862055304,0.946104245,0.949682755,0.836817467,0.899322965
Spider.submitTask,0.843855744,0.791269677,0.915342605,0.761841541,0.911140971,0.820463237
ProxyThread.notifyPersistentConnectionListener,0.979463197,0.995967472,0.97666453,0.979424722,0.976137216,0.97925077
ConvolveImageNormalized.horizontal,0.978501683,0.97488966,0.972996869,0.979246651,0.972997699,0.976299571
PausableScheduledThreadPoolExecutor.setIncrementalDefaultDelay,0.919110032,0.906737669,0.942855994,0.922576159,0.802379815,0.836618013
CmsDefaultXmlContentHandler.validateLink,0.874745181,0.767124966,0.856265815,0.934323961,0.881682857,0.903615556
MathUtils.murmurHash,0.952038428,0.907698963,0.949405164,0.962591354,0.947960802,0.948320232
LUDecomposition.getU,0.995359169,0.934447521,0.995791449,0.995577134,0.99576675,0.936368904
Record.setNull,0.964547819,0.964866303,0.973624479,0.965476766,0.902189923,0.964256076
ExtAtomContainerManipulator.convertExplicitToImplicitHydrogens,0.875824106,0.846783714,0.891644242,0.853617592,0.869428049,0.848779645
AddOnLoader.getLocalClassNames,0.854468463,0.892703484,0.818782514,0.848403281,0.79580345,0.836031924
CalendarDateUnit.makeOffsetFromRefDate,0.847528569,0.941344811,0.834408497,0.948345546,0.934094193,0.878852107
TimeSourceProvider.getInstance,0.942742648,0.942230272,0.95034908,0.957768879,0.934632661,0.958971997
MemberSummaryBuilder.members,0.916212058,0.868334823,0.914775108,0.878987185,0.927804283,0.873559536
