func_name,deepseekv3.2_ires,deepseekv4-flash_ires,Qwen3-Coder-30B-A3B-Instruct_ires,gpt-5.4-mini_ires,Qwen3-32B_ires,gemini-3.1-flash-lite-preview_ires
SslCertificateServiceImpl.createKeyPair,0.985463555,0.948435932,0.96378311,0.985285243,0.985326608,0.985376596
EigenvalueDecomposition.cdiv,0.983896537,0.931652423,0.984015606,0.983341795,0.983994426,0.889833624
CmsStyleVariable.setStyle,0.889815619,0.927027999,0.929697688,0.931802265,0.9042532,0.929246
JsonMappers.getLegacyMapperFor,0.803468376,0.863170687,0.894470907,0.895300657,0.81746778,0.902515122
FastDatePrinter.selectNumberRule,0.974086669,0.969337442,0.974045953,0.972513361,0.974143939,0.963351422
RPUtils.buildTree,0.948806955,0.947796749,0.896470345,0.962379925,0.955606623,0.950488265
EnhanceImageOps.equalize,0.966558636,0.933695216,0.935368194,0.918702971,0.947976267,0.939835063
Messages.loadResourceBundle,0.825837345,0.819660901,0.827827651,0.94351649,0.844152971,0.858506571
BufrSplitter.readBuffer,0.890047612,0.89718237,0.869409498,0.923880688,0.896139636,0.898855169
LookasideCache.checkEvict,0.882953253,0.809685048,0.889461209,0.841937567,0.904620292,0.803808145
Logging.log,0.897697726,0.911496296,0.917464316,0.904991653,0.905963205,0.909673445
Dap2Lex.yylex,0.81091386,0.856889682,0.86065073,0.865777407,0.854424588,0.80088428
DataXceiver.run,0.805820872,0.851051989,0.809749893,0.893594268,0.833922599,0.845527475
CollectionExecutor.executeDataSink,0.91077329,0.919870546,0.898819194,0.914386746,0.916155576,0.879165268
SqlDateTimeUtils.dateDiff,0.913681081,0.972186836,0.996705302,0.89026076,0.914614613,0.859818899
EnumTypedef.writeCDL,0.9838428,0.981794349,0.984001763,0.983790836,0.983808993,0.981043103
HomographyInducedStereo3Pts.computeB,0.885107796,0.876198968,0.749404412,0.80926993,0.886128795,0.715459525
SerializedRecord.getStrings,0.859266369,0.900136009,0.863720437,0.892670958,0.896696194,0.86223195
ScanProgressDialog.getMainPanel,0.870385026,0.798875083,0.860343995,0.71577769,0.870686543,0.770217421
SameDiff.fit,0.90767019,0.927820197,0.911105488,0.945483114,0.912003253,0.882260778
OPTICSXi.updateFilterSDASet,0.889379912,0.944187346,0.957225503,0.962233021,0.953749898,0.933474438
FormatUtil.formatTo,0.923720602,0.946739104,0.948171685,0.92424183,0.925570399,0.965368106
ServletUtil.getParamMap,0.899777984,0.911341161,0.876279004,0.348212037,0.906765349,0.926668846
Config.setLockConfigs,0.995721163,0.995837333,0.995957149,0.999917553,0.995978234,0.994175592
AnnotationTypeRequiredMemberWriterImpl.getSummaryTableHeader,0.912417506,0.912417506,0.912043766,0.943628916,0.9120728,0.879725056
UnicodeReader.digit,0.886262595,0.889149329,0.866299149,0.932980625,0.892170893,0.868919512
A_CmsUI.changeProject,0.898042752,0.928321465,0.918572814,0.924362841,0.902655535,0.920513528
Duration.dividedBy,0.834379559,0.856877159,0.853627997,0.989493453,0.866888153,0.921746169
KvStateSerializer.serializeMap,0.979135835,0.978834889,0.983410681,0.989832119,0.946658688,0.976192946
Segments.getTotalClusterCount,0.974710283,0.983221667,0.968722863,0.978274044,0.974075788,0.968688002
BaseTransport.internalMessageHandler,0.935695783,1,0.999884082,0.99986468,0.934586148,0.945292012
AbstractJoiner.prepareClusterState,0.860596742,0.83293402,0.866401921,0.884431416,0.87508516,0.878352552
Java2DFrameConverter.getFrame,0.854822947,0.892518251,0.862471228,0.901325633,0.851067044,0.857136454
ExtensionScript.invokeSenderScript,0.977446159,0.977327929,0.93684982,0.939598116,0.977626698,0.952449521
CmsUploaderFileApi.onBrowserError,0.902775796,0.912272478,0.912948758,0.894076409,0.910872744,0.867010077
ProxyServer.startServer,0.914475461,0.905930972,0.88277501,0.913508524,0.924947443,0.929524072
AbstractFilteringStrategy.evaluateQueryEventFilter,0.916732858,0.906390275,0.899774987,0.91256404,0.916229046,0.963950603
CmsResourceUtil.getFullPath,0.835096276,0.933750661,0.982665046,0.936688326,0.847238858,0.966363855
Planar.reshape,0.981510382,0.986206588,0.98748544,0.61110593,0.981203581,0.986298224
MongoDS.initCloud,0.801657947,0.907146777,0.803056604,0.822512982,0.894824269,0.852843205
SqlConnRunner.del,0.960258988,0.960749313,0.960414387,0.9602424,0.960927191,0.9608004
SetUtils.difference,0.950198201,0.935520774,0.949653249,0.950122985,0.951522544,0.950002599
PharmacophoreMatcher.matches,0.864242058,0.765270919,0.798351942,0.803920664,0.877891397,0.834519881
Normalizer2Impl.recompose,0.912742092,0.859084545,0.896873864,0.892337131,0.908477475,0.93753705
CmsOverviewSearchIndexDialog.defineWidgets,0.960417076,0.925839253,0.936787971,0.949059867,0.964037563,0.896745542
ArrowConverter.writeRecordBatchTo,0.844526678,0.86278769,0.833047295,0.936501247,0.849646054,0.820791008
ExtensionDynSSL.getRootCaCertificate,0.874984636,0.922410004,0.934419106,0.84242651,0.829731847,0.870229944
SparkSequenceVectors.fitSequences,0.796640683,0.784995919,0.811507698,0.902000601,0.796297004,0.784278487
ConstantsSummaryWriterImpl.addPackageName,0.944633824,0.927445125,0.934876729,0.92945595,0.930144728,0.925458361
LocalTransformExecutor.executeJoin,0.81536077,0.839221814,0.836012199,0.855665993,0.80228465,0.835646278
VisOdomMonoPlaneInfinity.maximizeCountInSpread,0.854575619,0.868500691,0.90996354,0.870660561,0.879227174,0.93350486
Assert.checkNonNull,0.907699918,0.908327682,0.907838741,0.552363522,0.907584129,0.907924144
CmsXmlContentDefinition.findSchemaTypesForPath,0.885691538,0.910519143,0.90972144,0.879858205,0.889328725,0.902747665
AvroSerializer.snapshotConfiguration,0.919419206,0.877014685,0.944666252,0.886107546,0.919446168,0.902688954
LonePairElectronChecker.isSaturated,0.820713092,0.784291831,0.814112079,0.782845565,0.834721894,0.779478602
MemberSummaryBuilder.hasMembersToDocument,0.925343854,0.901582452,0.939819991,0.855197342,0.850125073,0.965833829
ByteBuffer.appendDouble,0.999691641,0.999691641,0.99989956,0.999917513,0.999916801,0.999787459
RandomUtil.randomColor,0.930325937,0.930331337,0.929956927,0.930823634,0.931266793,0.930325937
DefaultTableModel.addColumn,0.902294967,0.959990319,0.959080161,0.959899439,0.901960208,0.883554425
PROCLUS.computeDimensionMap,0.881027236,0.89591292,0.896111783,0.895390824,0.869793118,0.8429006
KerasTokenizer.textsToSequences,0.925385981,0.942334529,0.914547913,0.974783202,0.935891359,0.947415691
GempakSurfaceIOSP.buildShipFile,0.912671855,0.921029516,0.906446557,0.915554878,0.91091423,0.91229267
TypePrinter.className,0.947272039,0.908019637,0.926929827,0.927244468,0.923321679,0.932399976
CalibrationIO.save,0.823944805,0.91411778,0.831102335,0.934443144,0.818999163,0.920018221
NcmlConstructor.readVariable,0.891233455,0.879459973,0.866532315,0.893633319,0.87878649,0.865757489
DicLibrary.gets,0.894950283,0.997807599,0.99785002,0.93578516,0.878150765,0.997915944
FactoryBuilderSupport.autoRegisterNodes,0.660193572,0.663427502,0.911506921,0.917690198,0.663613977,0.931457788
RBBIRuleScanner.fixOpStack,0.920588674,0.940648504,0.924760296,0.901259911,0.909036003,0.887725227
ExtensionHttpSessions.getHttpSessionTokensSet,0.999866481,0.999113318,0.999211045,0.999863554,0.999137938,0.998984951
GlobalDSFactory.set,0.908826681,0.937167974,0.954225875,0.918906115,0.899322965,0.9514787
Spider.submitTask,0.879855598,0.821870467,0.824560136,0.909282835,0.820463237,0.816988962
ProxyThread.notifyPersistentConnectionListener,0.989157671,0.991690999,0.976074061,0.979673982,0.97925077,0.983711061
ConvolveImageNormalized.horizontal,0.990087005,0.970009819,0.972600377,0.97971586,0.976299571,0.977508954
PausableScheduledThreadPoolExecutor.setIncrementalDefaultDelay,0.835863914,0.904429143,0.819643373,0.932118775,0.836618013,0.937367377
CmsDefaultXmlContentHandler.validateLink,0.857827011,0.895244535,0.874209853,0.875350318,0.903615556,0.908872384
MathUtils.murmurHash,0.947431361,0.947888301,0.948603557,0.969262503,0.948320232,0.948520468
LUDecomposition.getU,0.903638429,0.995859274,0.995889301,0.999897742,0.936368904,0.964622484
Record.setNull,0.965502921,0.969548497,0.973180725,0.968460047,0.964256076,0.957564671
ExtAtomContainerManipulator.convertExplicitToImplicitHydrogens,0.848206651,0.868969053,0.834468874,0.897004613,0.848779645,0.845836875
AddOnLoader.getLocalClassNames,0.83433611,0.777208604,0.830033842,0.823419349,0.836031924,0.80574916
CalendarDateUnit.makeOffsetFromRefDate,0.905580904,0.75527413,0.902151518,0.88114112,0.878852107,0.915383376
TimeSourceProvider.getInstance,0.958522289,0.854397024,0.959755587,0.913231592,0.958971997,0.861835958
MemberSummaryBuilder.members,0.853856875,0.85448957,0.842625662,0.794884279,0.873559536,0.858527001
DoubleDynamicHistogram.materialize,0.936367892,0.935241019,0.966101648,0.958307313,0.938062459,0.946872498
WatchMonitor.createAll,0.913635833,0.943001314,0.943623597,0.906893412,0.913755479,0.929541456
VocabularyHolder.resetWordCounters,0.987987355,0.988343058,0.987901504,0.977491971,0.988009928,0.987987355
JShellTool.argsToSnippets,0.909232507,0.925488266,0.922417091,0.902885151,0.882654447,0.900676343
ProteinPocketFinder.assignProteinToGrid,0.914780132,0.934304245,0.92294625,0.926865895,0.923912672,0.927569715
QueueContainer.txnRollbackPoll,0.884628843,0.886714732,0.885585651,0.861718064,0.886448552,0.885986958
SimpleCamera2Activity.configureTransform,0.964334441,0.965133312,0.95587031,0.976548868,0.949344049,0.951483742
SingleInputPlanNode.accept,0.941379866,0.944050154,0.754531619,0.928166622,0.942492665,0.990707963
ClassGenericsUtil.instantiateLowlevel,0.808817139,0.878848834,0.689023477,0.899623591,0.803221313,0.790943821
KerasBatchNormalization.getMomentumFromConfig,0.9952748,0.999934707,0.996665393,0.997175201,0.995540002,0.99466512
ConvertBufferedImage.checkInputs,0.937910593,0.945806817,0.944924175,0.939151406,0.932005194,0.939441681
BondTools.isValidDoubleBondConfiguration,0.83957626,0.849579375,0.843749202,0.833292705,0.843131868,0.83366391
XLogPDescriptor.getHydrogenCount,0.999904474,0.999826657,1,0.999928694,0.999944743,0.999932011
Config.findMapEventJournalConfig,0.999895036,0.999895888,1,0.999888756,0.99993431,0.999898721
CmsBrokenLinkRenderer.renderBrokenLinkGroupContainer,0.787511205,0.894438203,0.826749297,0.971604951,0.888637642,0.877190689
DFSAdmin.metaSave,0.844551065,0.850338964,0.879126069,0.81683718,0.844428839,0.865803246
LogGammaDistribution.logpdf,0.928236707,0.945445281,0.950892309,0.938340236,0.927545281,0.96129938
Sql.executePreparedQuery,0.995625147,0.941411579,0.999941003,0.999891077,0.995536472,0.999876886
PROCLUS.greedy,0.954430596,0.975708767,0.965529616,0.967200564,0.954737657,0.963613425
ClassDocImpl.findConstructor,0.934211454,0.933171096,0.941039183,0.925922348,0.933415768,0.930428426
IntHashSet.add,0.900611012,0.900074756,0.899591143,0.926112329,0.909029131,0.909891268
CoronaJobTrackerRunner.localizeTaskConfiguration,0.866885186,0.840646419,0.834350553,0.823015874,0.832505341,0.857692753
IdcardUtil.getGenderByIdCard,0.953271162,0.932952614,0.851048964,0.940465822,0.957018797,0.937397149
GenericMethod.setParameter,0.838664462,0.816399027,0.78894386,0.831133705,0.84780152,0.819117976
SortedGrouping.combineGroup,0.939955866,0.939175143,0.938628096,0.939986055,0.939171158,0.937609132
CmsDefaultXmlContentHandler.initFormatters,0.921961633,0.919249701,0.914126886,0.860285452,0.922241978,0.929629273
PnPInfinitesimalPlanePoseEstimation.constructR,0.947138915,0.930206358,0.928352964,0.946604115,0.924957983,0.952611723
PopupMenuHistoryReference.initialize,0.866071807,0.80185037,0.753092756,0.760784625,0.825710345,0.85027278
RDN.avas,0.808459438,0.808929172,0.809187827,0.808327943,0.808904188,0.808407886
CalendarDate.parseISOformat,0.909024575,0.976633112,0.949158737,0.976017645,0.90053738,0.94587281
GridCoordSys.findCoordinateTransform,0.855281626,0.883493608,0.867819954,0.880456244,0.863354439,0.85017446
Integer.getInteger,0.894265238,0.928583027,0.999889726,0.947211947,0.893015522,0.946714656
Holder.of,0.979439007,0.955773113,0.955586642,0.926412294,0.979389434,0.956605056
LsImageVisitor.visit,0.815449659,0.914667888,0.915722397,0.886699422,0.82518168,0.888932157
Shape.toMmulCompatible,0.901708573,0.893350593,0.905634144,0.896661489,0.901358085,0.856770418
CollectionLevelScanner.getXlinkHref,0.897413568,0.890351065,0.907546841,0.819460348,0.89419305,0.92384211
EventPublisherHelper.publishCacheWideEvent,0.965442726,0.970407348,0.934527877,0.971959642,0.966068848,0.975533866
CmsFolder.isFolderType,0.967654467,0.971820156,0.960230951,0.967782054,0.97271616,0.972317089
Reaction.addMapping,0.862530347,0.932723522,0.928031155,0.92217591,0.86236702,0.920213355
Path.depth,0.693551228,0.780638385,0.716284891,0.928099403,0.695750379,0.794114226
PublisherCreateOperation.removePartitionResults,0.883211683,0.927249176,0.916943592,0.903782736,0.931942801,0.878047475
CommandFormat.parse,0.877054032,0.914948619,0.898797952,0.904818712,0.853006297,0.870854884
CmsAliasManager.checkPermissionsForMassEdit,0.880278897,0.863805873,0.848766401,0.874980915,0.880432562,0.962867745
SimpleSeekableFormatOutputStream.write,0.813007966,0.694287255,0.738769422,0.728878891,0.790446334,0.755037837
ExtensionLoader.hookScannerHook,0.941506222,0.94637347,0.926466412,0.934540707,0.942978291,0.943101464
ClusterServiceImpl.setClusterId,0.791342769,0.884340453,0.906611893,0.873831003,0.791510514,0.884445861
DataNode.reconfigurePropertyImpl,0.910105162,0.9408602,0.960943151,0.959195013,0.905294353,0.959454291
PartialFilledStructureMerger.generate,0.923945627,0.89964123,0.812703832,0.893708177,0.905146296,0.858064834
ServletUtil.getHeader,0.86552013,0.898038069,0.896634617,0.892410032,0.866046465,0.88923111
ThymeleafEngine.createEngine,0.934189364,0.833838372,0.947397088,0.838011226,0.945543438,0.953855394
MapEventPublisherImpl.isIncludeValue,0.929616951,0.94999977,0.941246286,0.945804593,0.945335198,0.94936535
HtmlDocletWriter.getTypeParameterLinks,0.996407214,0.996135314,0.89705579,0.996351139,0.996355504,0.998660009
InternalTimerServiceImpl.restoreTimersForKeyGroup,0.920671597,0.907651152,0.910565611,0.938495239,0.930798903,0.924725601
ReflectUtil.getMethodByName,0.999868052,0.999881463,0.999866553,0.999900619,0.833542674,0.999882555
QRDecomposition.isFullRank,0.909910915,0.913550219,0.891778087,0.84101123,0.893685809,0.948318102
HttpMethodBase.addUserAgentRequestHeader,0.961514781,0.963992662,0.780805073,0.96445493,0.748182044,0.977561753
MiniCluster.executeJobBlocking,0.983196503,0.977220429,0.982458732,0.979655556,0.976541658,0.977542844
FTPFileSystem.create,0.94232029,0.856914129,0.863097891,0.915887225,0.868443793,0.812947794
Router.allAllowedMethods,0.909011631,0.912946858,0.899771428,0.897394683,0.923802111,0.913547375
VisitorUtils.acceptVisitor,0.931726415,0.922262308,0.921021728,0.922868216,0.932805904,0.928079052
MStress_Client.readDFSPaths,0.895314849,0.881242649,0.915735822,0.803605298,0.867629844,0.914867858
CmsModuleImportExportHandler.getExportHandler,0.930371442,0.893575542,0.875076507,0.892969812,0.914304665,0.874757497
SerializingListener.processEvent,0.769793241,0.728190572,0.713430522,0.67568309,0.710631902,0.657253225
RingbufferContainer.checkBlockableReadSequence,0.937146487,0.937150205,0.936744113,0.94028259,0.925761218,0.936009292
CmsLinkProcessor.processLink,0.856368524,0.844846693,0.852571705,0.836455776,0.870114039,0.866029459
CmsSchedulerThreadPool.runInThread,0.907136096,0.901038146,0.883006971,0.907223846,0.904404977,0.897697748
EncodingGroovyMethods.decodeHex,0.879339281,0.906474417,0.885387019,0.86490046,0.872870721,0.905536542
JavacState.findAllArtifacts,0.823912758,0.938115933,0.92694171,0.861896975,0.848415617,0.898494548
ImageFlow.reshape,0.777103785,0.836598156,0.911524502,0.853232244,0.813099728,0.903614261
SpiderPanel.getAddedCountValueLabel,0.999874852,0.999869156,1,0.999905286,0.999910345,0.999922014
AbstractHeapPriorityQueue.clear,0.832019728,0.830679413,0.842204951,0.88818211,0.829779112,0.84283765
CmsCategoryService.localizeCategory,0.84591619,0.953720674,0.905024307,0.920687035,0.900366856,0.932611631
ModuleGraphBuilder.buildGraph,0.930629708,0.93037985,0.919542717,0.911443844,0.930262247,0.91687361
SOS.computePi,0.895793965,0.979167461,0.791892044,0.982136909,0.941372178,0.903759417
MapBuilder.putAll,0.897932921,0.899243305,0.999905513,0.88933407,0.898122158,0.898011778
ComponentMaximiser.maximiseComponent,0.936827088,0.940913096,0.927942945,0.803472833,0.937521761,0.938914601
AbstractStereo.contains,0.949961011,0.933967074,0.92263973,0.949659103,0.921339422,0.858506292
ConfigManager.getPoolMaximum,0.999897542,0.99990978,0.999909467,0.858990363,0.999923138,0.999864284
CmsDateBox.setFormValueAsString,0.853593596,0.877130277,0.851168807,0.868379161,0.801100835,0.896701138
MemberSummaryBuilder.buildConstructorsSummary,0.999303546,0.999220191,0.999303546,0.999307778,0.999924661,0.999202199
GetDirHandler.sendDIR,0.931238302,0.878630531,0.891512044,0.927961122,0.863037267,0.898000133
YamlConverter.convertYamlToJson,0.91746632,0.934373155,0.828220233,0.980891083,0.83639602,0.846079879
ModularJavaUtils.checkJavaInternalAccess,0.829752367,0.819285592,0.584896717,0.81238734,0.850054317,0.873359981
IsProtonInConjugatedPiSystemDescriptor.calculate,0.915207763,0.817691608,0.841300932,0.838757621,0.872277993,0.837818783
MethodBuilder.buildMethodDoc,0.919955846,0.934467005,0.926734732,0.997095992,0.917376522,0.997322787
InvDatasetImpl.transfer2PublicMetadata,0.848581966,0.846006671,0.817983003,0.850176987,0.846050494,0.803990901
RingbufferContainer.convertToData,0.880754291,0.853516537,0.854008878,0.846950426,0.881404592,0.825709766
OperationParkerImpl.onPartitionMigrate,0.817320977,0.916674435,0.869841419,0.851067396,0.893104526,0.887999271
MatrixParadigm.initializeWithDistances,0.952214489,0.89910379,0.819784326,0.781820926,0.952419892,0.889144293
CmsImageScaler.setCropArea,0.999901322,0.999907517,0.999907517,0.999894333,0.999917555,1
QuorumServiceImpl.findQuorum,0.91927962,0.948352947,0.957714507,0.937490592,0.902675035,0.958243917
ParseUtil.parseDouble,0.914649747,0.924517184,0.934540539,0.929968707,0.921283152,0.901664495
PerspectiveOps.multTranA,0.864120781,0.890557105,0.952177912,0.887603993,0.865432019,0.965346948
DistortImageOps.scale,0.850336561,0.857610026,0.749117332,0.928571565,0.863319401,0.888532583
CmsDriverManager.createSibling,0.897770218,0.86140203,0.884276125,0.847055818,0.866840131,0.846892128
ComputationGraph.feedForward,0.999900374,0.982885888,0.954741039,0.982567412,0.99989439,0.978829147
BasicConstraintsExtension.get,0.994516775,0.985524554,0.994650499,0.995259287,0.994551273,0.994296587
RefineThreeViewProjectiveGeometric.refine,0.871476744,0.772545698,0.908298206,0.8675528,0.883407548,0.907039123
CmsVfsService.getAvailableLocales,0.915683458,0.889928608,0.911435872,0.944586972,0.909382323,0.935905379
StabilizationCharges.calculatePositive,0.884529995,0.878334117,0.876596202,0.9010523,0.881624746,0.901950041
PoolInfoMetrics.getResourceMetadata,0.805633544,0.843971005,0.804873602,0.899625504,0.823131788,0.855926382
Utils.overriddenClass,0.923010197,0.967463311,0.938270317,0.964784966,0.923490145,0.967854402
GPathResult.plus,0.805699801,0.710010169,0.803651238,0.822373626,0.831727151,0.847127142
CmsModulesUploadFromServer.getModulesFromServer,0.864077705,0.870839486,0.882039308,0.98034323,0.875326722,0.956066337
User.getAuthenticationExtension,0.910246631,0.90852804,0.999895987,0.909829696,0.908891867,0.999879904
MainFooterPanel.addFooterToolbarRightLabel,0.859590496,0.8673237,0.857814316,0.852353842,0.871033403,0.76443351
InternalMailUtil.encodeText,0.924375592,0.937541977,0.985825717,0.889086478,0.931293036,0.963851147
NetworkTopology.getPipeline,0.878786337,0.869591332,0.891977971,0.892967033,0.882897846,0.922542028
MolecularFormulaManipulator.getHTML,0.839918288,0.777912114,0.826413717,0.830194916,0.841077084,0.853964732
CmsDriverManager.addResourceToOrgUnit,0.999890617,0.999883277,0.999905711,0.999893494,0.999895881,0.999889892
DFSContentProvider.refresh,0.855669421,0.872352611,0.854186264,0.828338848,0.855373253,0.890650271
RichDiagnosticFormatter.preprocessDiagnostic,0.886031582,0.944778421,0.929409585,0.933330207,0.885206086,0.954022667
AtomContainer2.setAtoms,0.735204834,0.742662512,0.730795217,0.770007965,0.752021017,0.71416542
ExtensionScript.getWriters,0.807872247,0.769454327,0.779681505,0.805207203,0.83268191,0.769278913
MethodWriterImpl.getMethodDetailsTreeHeader,0.999880141,0.999925573,0.99990338,0.998795433,1,0.998916607
NamespaceNotifierClient.removeWatch,0.923741838,0.927296973,0.934353782,0.972930531,0.924532499,0.920881135
ConnectTableDescriptor.withSchema,0.905653502,0.905887065,0.905720714,0.806258828,0.906348775,0.906194442
fannkuch.count_flip,0.908498742,0.929290077,0.917728102,0.936076825,0.908478269,0.882253235
SearchIterator.setIndex,0.881981758,0.829037766,0.858179582,0.892103832,0.88260607,0.90687388
DatasetUrl.searchPath,0.650427916,0.651341922,0.864506,0.911815769,0.614190619,0.854191992
UserAgentParser.parseBrowser,0.97021311,0.970279886,0.970152144,0.970459887,0.969240593,0.970243527
Tailer.start,0.72634345,0.842036614,0.795511306,0.867441173,0.754741998,0.887389453
Logging.getLogger,0.795884757,0.915270513,0.886873205,0.942032327,0.79119773,0.876947634
A_CmsUploadDialog.closeOnSuccess,0.981792552,0.992550787,0.993037531,0.923024005,0.925246825,0.923923257
FileInputFormat.getStatistics,0.818696754,0.947552146,0.814922903,0.87541446,0.812041231,0.880708346
BaseMigrationOperation.executeBeforeMigrations,0.954302333,0.979329644,0.925751841,0.974023673,0.908014316,0.981207006
DecimalFormatSymbols.setDecimalSeparatorString,0.99990514,0.999924025,1,0.99990514,0.999878016,0.999920959
OUTRES.outresScore,0.924001963,0.926636869,0.88760107,0.863402865,0.842416601,0.917241086
TreeInfo.fullName,0.971743269,0.935098526,0.96633276,0.849715096,0.972916575,0.971779046
CmsContentService.getEntityId,0.864761918,0.845847,0.854374232,0.872650812,0.858398966,0.82606881
DFSClient.methodBasedRecoverLease,0.861487489,0.93161563,0.910533499,0.902569472,0.889065847,0.898812054
View.displayMessage,0.970290494,0.947806624,0.948091422,0.976686934,0.957846932,0.961479918
NumberUtil.toUnsignedByteArray,0.854844328,0.999900951,0.977743163,0.979923263,0.852885495,0.994436759
DatasetConstructor.findGroup,0.839717044,0.862948688,0.854445904,0.88427838,0.863406134,0.813826512
HttpSession.setTokenValue,0.999805233,0.999889864,0.999805233,0.903735588,0.999805233,0.99988437
CmsSecurityManager.deleteRelationsForResource,0.963556819,0.9886722,0.987420425,0.968552104,0.963367862,0.988196754
Index.toStringDebug,0.863122222,0.849021157,0.839753376,0.898818188,0.863410625,0.857425976
VentoFoggia.findSubstructure,0.753282746,0.713180417,0.669640944,0.728852794,0.721200008,0.715012534
FlexibleLOF.getKNNQueries,0.878757851,0.955702186,0.956006263,0.921511351,0.892682976,0.936810804
MemberSummaryBuilder.buildMethodsSummary,0.999904884,0.999894794,0.999885547,0.999851715,0.999945371,0.999885547
MetaClassImpl.setupProperties,0.822624071,0.848365617,0.837583246,0.861496966,0.838888563,0.792572918
MolecularFormulaManipulator.adjustProtonation,0.906180563,0.903623367,0.900491846,0.906427195,0.910247859,0.85714599
AbstractStaticHistogram.growSize,0.900731218,0.967516712,0.822399773,0.973637148,0.903329796,0.946597089
ChemicalFilters.convertBondStereo,0.95805005,0.987964505,0.988582163,0.879251419,0.976642488,0.914946428
FairSchedulerServlet.generateSelect,0.927684523,0.974419512,0.961104619,0.955349897,0.928133131,0.964574081
PooledDataSource.getConnectionDirect,0.791086351,0.813582093,0.82383095,0.800003897,0.794634656,0.792239047
Generator.dataset,0.935789799,0.937032787,0.936721769,0.912915258,0.936980583,0.788700532
GridHorizCoordSys.setLatLonDxDy,0.925438869,0.959500291,0.919537902,0.95078601,0.947290646,0.954890069
CmsJspNavigationBean.getItems,0.969515165,0.955436683,0.945342473,0.940451258,0.970811248,0.961819072
SDBaseOps.gatherNd,0.999873096,0.999872415,0.999864614,0.999930872,0.999859515,0.99988122
CmsDataViewClientWidget.createWidget,0.845673888,0.763138943,0.864645673,0.823781349,0.836520207,0.866185776
EllipsesIntoClusters.axisAdjustedDistanceSq,0.786638222,0.788718063,0.808970823,0.787212351,0.801168238,0.925564982
RubberbandRectangleHandles.move,0.897336523,0.889437,0.819011431,0.889083859,0.885437007,0.836235867
SimulatorEventQueue.addAll,0.899273848,0.927615708,0.961645384,0.886828635,0.900053185,0.977517518
VMath.timesEquals,0.999939476,0.994201971,0.993113162,0.999947801,0.993098754,0.993188869
DocTreeScanner.visitSerialField,0.999907753,0.999901379,0.999946447,0.647076157,0.999892353,0.999878888
ErrorCollector.getException,0.938108649,0.945548544,0.942169423,0.940074723,0.928490015,0.935453843
KinesisConfigUtil.validateConsumerConfiguration,0.889003438,0.850343356,0.891424548,0.926762231,0.88799026,0.876487374
CertificateIssuerExtension.get,0.999291898,0.994479596,0.994361881,0.994149596,0.993144895,0.999125037
Scheduler.updatePattern,0.75042737,0.750289742,0.748401904,0.842302552,0.753313528,0.980281757
SphereUtil.sphericalVincentyFormulaRad,0.940692911,0.93817661,0.900798737,0.940253537,0.940849267,0.951066123
Grib2Utils.getLatLon2DcoordType,0.928739242,0.866712916,0.876820528,0.843347184,0.918690854,0.896352465
CRDTReplicationTask.getNonLocalReplicaAddresses,0.98503671,0.984852086,0.982136376,0.487870885,0.985025632,0.981026582
CountingMigrationAwareService.getMigrationStamp,0.971018632,0.966114021,0.966985871,0.962430133,0.988482026,0.954219824
CacheStatisticsImpl.addGetTimeNanos,0.912048645,0.912629201,0.86275337,0.863956563,0.912157607,0.912295818
GeneralPath.shapeOf,0.899990975,0.901231127,0.89632063,0.870939861,0.903220941,0.885931318
ByteBuffer.appendLong,0.999873526,0.999910044,0.999808616,0.999933817,0.999915488,0.999932946
DocCommentParser.identifier,0.952160391,0.937140266,0.907227771,0.984129651,0.952376891,0.976828486
CliFrontendParser.mergeOptions,0.987931911,0.887562021,0.988192008,0.949960822,0.987955214,0.988028983
RuleBasedNumberFormat.getRuleSetDisplayNameLocales,0.950402386,0.846520264,0.957172353,0.640170823,0.832654807,0.821465134
SegmentsUtil.getShort,1,0.999897779,0.999918947,0.881051227,0.999918397,0.999914805
TaskTable.remove,0.986544989,0.986400115,0.978873794,0.955003008,0.986258462,0.978732072
EmptyIterator.get,0.917060444,0.97069249,0.916020502,0.916256617,0.854336271,0.916674437
ExtendedAtomGenerator.generate,0.850873508,0.897312079,0.910833044,0.864348643,0.85926705,0.896285047
WorkbenchPanel.addPanel,0.972650254,0.972434386,0.972055405,0.97288872,0.838052232,0.974517704
LinearEquationSystem.nonZeroPivotSearch,0.956265645,0.91375487,0.947595623,0.948894526,0.955631228,0.948830209
FindDialog.getJPanel,0.857687726,0.884845616,0.897384151,0.934695957,0.856286882,0.836272021
JobTracker.activeTaskTrackers,0.99783556,0.997686944,0.997486638,0.997960745,0.997707463,0.992541441
CanvasSize.continueToMargin,0.868055466,0.812502432,0.858821239,0.881398398,0.770993477,0.877435865
AutocodeConcurrentApp.determineClassName,0.854892378,0.891406927,0.704489625,0.816927758,0.857358551,0.775221702
JarClassLoader.loadJar,0.999889402,0.999886196,0.99988816,0.999894056,0.999942343,0.999897085
UtilIO.getSourcePath,0.884046006,0.7493212,0.870051578,0.912731826,0.894292851,0.924204811
InternalLocaleBuilder.setLanguageTag,0.930850979,0.946975512,0.932243455,0.94211385,0.929081062,0.936708924
LocalMapStatsUtil.incrementOtherOperationsCount,0.993149595,0.994614674,0.994580565,0.989228466,0.99149267,0.997102763
