func_name,deepseekv3.2_ires,deepseekv4-flash_ires,gpt-5.4-mini_ires,gemini-3.1-flash-lite-preview_ires,Qwen3-32B_ires,Qwen3-Coder-30B-A3B-Instruct_ires
FSNamesystem.checkLease,0.850755488,0.786688437,0.797707044,0.826938746,0.837156464,0.82518145
SpiderThread.addSpiderListener,0.910433191,0.909482782,0.921125242,0.909532009,0.909125938,0.910177862
ArrayStructure.getArray,0.925170322,0.917495316,0.939614185,0.932508931,0.91462668,0.913869722
Spider.isDefaultPort,0.84307127,0.939342886,0.939585347,0.94445223,0.843700786,0.97425009
MiniMax.findPrototypeSingleton,0.943935414,0.96090389,0.951985793,0.934528779,0.949034185,0.949404434
OptimizableHashSet.nextPowerOfTwo,0.92000514,0.920197394,0.965393621,0.920901001,0.921574325,0.8956407
Configuration.getFinalParameters,0.761619221,0.87170384,0.860864771,0.814544844,0.76497333,0.871263597
GribIndex.readOrCreateIndexFromSingleFile,0.905617216,0.909096055,0.884532467,0.915488946,0.916848682,0.923866236
ExampleFundamentalMatrix.simpleFundamental,0.976729783,0.926366904,0.876882766,0.96676046,0.975648627,0.986506821
SourceTreeManager.putDocumentInCache,0.892930353,0.883798471,0.822377037,0.805767713,0.908143823,0.79169487
DbUtils.hasIndex,0.988541872,0.994162768,0.976315461,0.99342899,0.988669904,0.999889611
GribCollectionMutable.close,0.999904604,0.99988851,0.999901267,0.999888902,0.99983008,0.99989744
Setting.store,0.992474982,0.975009385,0.999897904,0.98846502,0.974227182,0.999867623
ObjectUtil.cloneByStream,0.97324582,0.967160723,0.990782781,0.990798964,0.989710206,0.963794349
CmsWebdavServlet.getRelativePath,0.86125668,0.901225767,0.879686962,0.902652884,0.86027319,0.838609715
AbstractPlainDatagramSocketImpl.disconnect,0.842486351,0.955114162,0.858392007,0.747282837,0.901253399,0.935588863
JsonArray.add,0.999899875,0.999898947,0.706481659,1,1,0.999832008
ViterbiBuilder.isLatticeBrokenBefore,0.999915262,0.999881158,0.783775803,0.999872595,0.999899453,0.999884267
OptimizerPlanEnvironment.setAsContext,0.818519005,0.71293641,0.667177566,0.66839282,0.783701609,0.775104404
ErrorCollector.write,0.881087122,0.914174038,0.937894293,0.865050058,0.873728691,0.868895476
GridVariable.findRecord,0.938100744,0.92891101,0.875194599,0.903948346,0.936990807,0.928993984
JavaTokenizer.scanNumber,0.883091179,0.895954171,0.930742534,0.945004045,0.902702228,0.940644924
CollectionInputFormat.checkCollection,0.935764823,0.936936758,0.952862822,0.935808866,0.934553799,0.942257919
HazelcastClient.shutdownAll,0.941132157,0.950635863,0.925847716,0.938617055,0.92383104,0.916495756
GroovyMBean.listAttributeNames,1,0.999899213,0.999939954,0.99991535,1,0.999895193
SplitIndexWriter.getNavLinkPrevious,0.907535079,0.907133996,0.905536197,0.898182796,0.907834856,0.907256421
SegmentMeanShiftSearch.distanceSq,0.963213332,0.960204345,0.976134623,0.964588128,0.964492082,0.960085074
RaidNode.join,0.946016283,0.931351723,0.940168516,0.929404468,0.939288596,0.938028761
JavacFileManager.getRelativeName,0.889175437,0.879473741,0.892583923,0.914715634,0.891448948,0.9298013
GrayF32.get,0.986288865,0.986213008,0.916576274,0.983578418,0.986106269,0.983505012
HtmlAnalysis.createHtmlAnalysisFile,0.968316574,0.967452529,0.957382121,0.933320694,0.979844383,0.979845778
TreeInfo.endPos,0.962563961,0.968628071,0.947105123,0.949304802,0.955331105,0.950040385
A_CmsDiffViewDialog.deactivatedEmphasizedButtonHtml,0.874788785,0.895486887,0.893838034,0.825396353,0.861229002,0.859334662
MapServiceContextImpl.interceptGet,0.910912681,0.862988209,0.916130537,0.930096785,0.919187463,0.916867667
AbstractKMeans.minusEquals,0.999927497,0.996741194,1,0.996613521,0.99991514,0.999899953
AbstractPlugin.stripOff,0.900437376,0.896886291,0.868542905,0.884556607,0.906421207,0.916354342
CoverTree.bulkConstruct,0.937798541,0.950669612,0.951324506,0.930826738,0.93444286,0.947358109
NestedMapsStateTable.countMappingsInKeyGroup,0.961222812,0.962277653,0.962642174,0.962253531,0.962034866,0.963874683
BaseTemplate.includeGroovy,0.999897333,0.999894479,0.99990373,0.999922254,0.999893405,0.999868018
QueryStereoFilter.neighbors,0.899844236,0.934795226,0.93844509,0.930402771,0.902624328,0.935850922
ClassTracker.setCurrentBytes,0.856583772,0.914231851,0.892259942,0.857634622,0.854293146,0.880219119
WKTParser.getParameter,0.900764519,0.699300573,0.974782639,0.873264592,0.832224885,0.877022019
ParosDatabase.open,0.929545725,0.938793068,0.817008959,0.938182782,0.929207361,0.93777025
DescriptorValue.getNames,0.73197016,0.767691364,0.830442655,0.787475039,0.727007427,0.789866175
DecimalFormat.round,0.814804377,0.79622146,0.795194059,0.827852785,0.82387369,0.80733278
IO.copyFileB,0.992020795,0.990116825,0.835827362,0.988402741,0.991134212,0.971993519
PatriciaTrie.clear,0.828383516,0.967314313,0.994891263,0.82838371,0.827862845,0.9644722
DriverTableModel.deleteDriver,0.665359234,0.714266271,0.922176273,0.707954149,0.675262151,0.716191705
ScriptUtil.eval,0.954577728,0.957942758,0.999859588,0.957801532,0.953725772,0.957240683
AddOn.getIdsAddOnDependencies,0.776523714,0.778568133,0.895918657,0.800822342,0.777869958,0.769229223
ImageSet.getNonFileImageManagers,0.968472221,0.968350837,0.953253466,0.968647015,0.968194355,0.968018385
PKCS9Attributes.getAttributes,0.82346421,0.814850235,0.830559848,0.822141216,0.824476307,0.827465981
AbstractContainerCollector.run,0.824776424,0.902446725,0.886495437,0.8946928,0.8629828,0.954323534
HttpMethodBase.processResponseHeaders,0.950849973,0.959536583,0.903985461,0.971842269,0.953264445,0.954433379
FmrInv.finish,0.895441054,0.905910457,0.906448885,0.896857044,0.863263628,0.906814405
StaticTypeCheckingVisitor.inferClosureParameterTypes,0.952823416,0.926305498,0.897172463,0.807937636,0.848459066,0.950654668
DateTime.of,0.999885753,0.999886211,0.85085625,0.999892501,0.999887857,0.999905904
SystemLogParser.parseMonth,0.89660124,0.903803627,0.948450892,0.901739011,0.886026247,0.885864775
SqlValidatorImpl.validateOrderItem,0.899266875,0.89865869,0.917469843,0.884550972,0.89377459,0.927250254
Operator.op,0.949385236,0.970892841,0.96442789,0.957978372,0.944623336,0.948957335
ExtensionSpider.startScanAllInContext,0.958777698,0.974896255,1,0.999887264,0.959342736,0.974238356
DFSActionImpl.run,0.767493591,0.761243417,0.831871651,0.779380697,0.774205118,0.767029503
ThreadGroup.destroy,0.982724227,0.978296999,0.931642019,0.998404369,0.967976676,0.980449746
RGroupQueryReader.parseRGFile,0.90500596,0.910510541,0.91146162,0.889901803,0.906202619,0.916535015
Enter.topLevelEnv,0.955105918,0.892216619,0.906995406,0.891664027,0.844780408,0.90284794
SelectAlgorithmAndInputPanel.setActiveGUI,0.965941003,0.797474654,0.81425698,0.985531227,0.965484972,0.986989194
MesosTaskManagerParameters.buildVolumes,0.967899678,0.955779107,0.975513935,0.967823509,0.93615566,0.971122913
CFpointObs.identifyEncodingStation,0.839067331,0.817379129,0.862911314,0.833078885,0.866936913,0.87897653
CmsDriverManager.resetResourcesInProject,0.896567323,0.848437237,0.917499378,0.909793422,0.899194232,0.876791953
Validator.validateEmpty,0.999883988,0.982865539,0.982336619,0.999877469,0.999889002,0.99989411
CmsContentEditorDialog.onWindowClose,0.811898849,0.863969954,0.834161161,0.776966099,0.835038887,0.788698038
IO.copyDirTree,0.932055219,0.939909328,0.937549385,0.96349187,0.936023981,0.958261834
ULocale.setDefault,0.828332233,0.970123826,0.911457368,0.9393878,0.829382184,0.925076093
FactoryFiducialCalibration.squareGrid,0.98943857,0.98935803,0.999910317,0.976526192,0.989279224,0.976357999
DatabaseUtil.getClassLabels,0.999428663,0.99754821,0.999446663,0.997369118,0.997605862,0.986460138
ZapToggleButton.updateCurrentToolTipText,0.929301344,0.904253939,0.928164363,0.918282509,0.931405293,0.90475217
JavacParser.classOrInterfaceOrEnumDeclaration,0.951139462,0.947714369,0.943310023,0.948851904,0.952122937,0.932999379
BeanUtil.beanToMap,0.910632172,0.915485771,0.927021252,0.928594395,0.912715373,0.941282711
ChunkWriter.write,0.760160026,0.842098512,0.878299245,0.864737814,0.761646893,0.85453195
AbstractCache.wordAtIndex,0.797202342,0.760281493,0.856474423,0.881997708,0.768341856,0.813130347
CmsAreaSelectPanel.getXForY,0.999916917,0.981644101,0.982114699,0.997938986,0.981852007,0.982066113
CmsFrameset.topFrameReload,0.830907511,0.965856936,0.85631624,0.894501084,0.826093852,0.975336283
RnnLossLayer.computeScoreForExamples,0.981546518,0.966696406,0.93432988,0.984194849,0.982368267,0.928045103
CacheObjIterator.nextValue,0.874246706,0.792665073,0.758708485,0.826106874,0.871032376,0.901141001
ExtendedKeyUsageExtension.getElements,0.785480335,0.781075222,0.999934457,0.993985132,0.819345107,0.96008095
LocaleUtils.getLocalDisplayName,0.828785865,0.820425979,0.864634039,0.853426797,0.845073674,0.818941406
OrientationHistogramSift.findHistogramPeaks,0.919202448,0.90860215,0.917769868,0.901937047,0.921363014,0.906324198
CorrectGeometricConfiguration.reflect,0.885940383,0.889090104,0.848178183,0.914764634,0.889838663,0.870561776
MmffAtomTypeMatcher.symbolicTypes,0.932986391,0.948227091,0.828797319,0.920383658,0.932874934,0.837731058
Node.text,0.804329015,0.847203136,0.915073215,0.831768025,0.825949525,0.900290941
XmlUtil.createXml,0.838172584,0.901697959,0.950950387,0.841715078,0.837197044,0.901839901
PluginDefaultGroovyMethods.previous,0.853128685,0.832269448,0.899302293,0.89686639,0.853134944,0.891615535
MultiLayerNetwork.pretrainLayer,0.91366904,0.911876546,0.934233526,0.841137793,0.919240656,0.86722794
Range.union,0.906996931,0.962896654,0.945828584,0.9700444,0.962895253,0.949166706
GraphTransformUtil.getSubgraphsMatching,0.915606578,0.951788534,0.965811703,0.957311346,0.912298908,0.907981471
AboutWindow.initialize,0.998652736,0.986829997,0.974401953,0.983062113,0.987812678,0.984390993
GroovyRootDocBuilder.processPackageInfo,0.884552895,0.855851936,0.9210214,0.873407715,0.912045381,0.921143995
MMElementRule.setParameters,0.861955752,0.916802163,0.922176072,0.911386463,0.863444529,0.887078894
DoubleParameter.setMaximumValue,0.98669634,0.993573954,0.992356671,0.996480573,0.986301592,0.995629021
IndexBuilder.putMembersInIndexMap,0.920917065,0.808028257,0.887264775,0.87282759,0.921807901,0.920995735
TaskInProgress.updateJobStats,0.925638194,0.934147939,0.893436017,0.923114125,0.867383226,0.878002181
MemorySize.parseBytes,0.896201844,0.918569298,0.929327587,0.917992505,0.89048874,0.921967105
MetaClassImpl.chooseMethod,0.910753479,0.986897399,0.986284269,0.986048651,0.912511425,0.971094581
GammaDistribution.digamma,0.911975911,0.899947653,0.941265082,0.932673588,0.903957048,0.950486935
Session.getNewContext,0.898483854,0.858018858,0.967596288,0.89745305,0.898725467,0.855697844
RendererModel.set,0.986509022,0.986095868,1,0.999869366,1,0.986209769
ScalablePicture.loadAndScalePictureInThread,0.901830322,0.873440493,0.920169865,0.895099221,0.909883948,0.873184159
ResourceGrant.isSet,0.932332207,0.935998196,0.923909886,0.927338836,0.932761362,0.924744585
VariableScope.getDeclaredVariables,0.999884323,0.950015681,0.999858759,0.93671054,0.99988981,0.922380123
VPTree.buildFromData,0.862275893,0.866963215,0.893175336,0.876674674,0.86295129,0.851230219
CmsEncoder.decodeStringsFromBase64Parameter,0.862530486,0.85863539,0.87495626,0.907577554,0.856889869,0.843792708
UnsafeBuffer.getLong,0.999911789,1,0.488605476,0.999923569,1,0.999866096
Resolve.findField,0.955145968,0.948207295,0.955164571,0.911575242,0.949255913,0.946323436
CaseInsensitiveMap.customKey,0.968917216,0.897931532,0.999812859,1,0.989374342,0.899086194
VlenIO.writeInt,0.890934128,0.892097541,0.893543974,0.893144478,0.892955948,0.890501383
FilteredNormalizer2.isNormalized,0.989475491,0.960928519,0.997328223,0.989204576,0.989530358,0.933635738
CmsResourceTreeContainer.removeChildren,0.895191884,0.894069444,0.895545453,0.894379275,0.895097196,0.889500516
RaidNode.raidedByOtherHighPriCodec,0.888351942,0.892045276,0.906637891,0.919956787,0.888923038,0.885607868
BytecodeInterface8.cArrayGet,0.964474877,0.969319824,0.962962637,0.996632175,0.964474877,0.969855911
GenericDenseDescribeImageDense.configure,0.843909027,0.863900599,0.873739949,0.869108455,0.849458657,0.860638191
ModelSerializer.getObjectFromFile,0.966075933,0.963464735,0.975331484,0.96153275,0.965802273,0.956742463
StylesheetHandler.pushSpaceHandling,0.95997008,0.958623179,0.961025233,0.952515895,0.959191699,0.948943908
ErasureCode.locationsToReadForDecode,0.93149914,0.950516745,0.951074998,0.963321526,0.929614541,0.930054669
CalendarDateUnit.withCalendar,0.933156576,0.999898779,1,0.995635262,0.925775215,0.999876291
SqlUtil.buildLikeValue,0.928967455,0.916792356,0.969137037,0.912589273,0.927585103,0.884741881
DbUtils.hasColumn,0.999928069,0.999883951,0.99988828,0.999859203,0.999924322,0.999924322
MapAllStringsExceptListTransform.map,0.97857602,0.983338772,0.712258226,0.96166174,0.748876803,0.962132804
CharacterDecoder.readFully,0.837636111,0.809739664,0.861278218,0.882366169,0.835723501,0.841891874
HazelcastProperties.getNanos,0.999900952,0.999897415,1,1,0.999931561,0.999913175
CmsJspContentAccessBean.getLocaleSubValueList,0.999934792,0.999880684,1,0.999920452,0.999921443,0.999916727
DaylightModel.valence,0.866388591,0.806633712,0.779770608,0.874755829,0.869168659,0.836408216
ElasticsearchUpsertTableSinkFactoryBase.getValidatedProperties,0.966585681,0.961923862,0.972900536,0.961731595,0.958882607,0.965018001
UAMIVServiceProvider.readData,0.834362568,0.867936907,0.888520886,0.878646501,0.813731111,0.799372976
Traits.isAnnotatedWithTrait,0.960730586,0.960630821,0.97465776,0.944275644,0.960857746,0.95353741
ClusterOrder.order,0.75596831,0.77529365,0.744402625,0.825859936,0.755263131,0.741696861
NearCacheConfig.setInMemoryFormat,0.961873397,0.971890136,0.959456753,0.994075841,0.961238825,0.993826389
FragmentUtils.splitMolecule,0.890589077,0.89154925,0.889561234,0.882036482,0.904608767,0.872504804
ServletUtil.getClientIP,0.836028887,0.838439128,0.886178864,0.982647163,0.906795444,0.882898206
MembershipManager.updateMembers,0.869360479,0.890751587,0.900340164,0.890259496,0.87895179,0.908620875
Runner.getAlgorithmUsage,0.884343297,0.918975423,0.871820184,0.896035283,0.904394567,0.860304362
ClassWriter.writeCode,0.927086787,0.956022296,0.960586101,0.956460119,0.93077733,0.918370648
DicLibrary.put,0.948294666,0.839272559,0.974193141,0.964095961,0.963442003,0.944601409
ProxyGenerator.instantiateDelegateWithBaseClass,0.890708699,0.845121617,0.839156857,0.858705844,0.889596373,0.876084143
ConfigCatalogInitialization.checkCatalogToRead,0.78441007,0.844912127,0.89009087,0.825044605,0.821405817,0.823425142
CmsFavoriteEntry.setSiteRoot,0.922797072,0.941358352,0.96499729,0.952991328,0.908592922,0.939060406
DateTimeUtils.addMonths,0.949475435,0.920596593,0.911632113,0.926588946,0.89608107,0.86568352
TaskSlotTable.start,0.830115415,0.87996269,0.863431451,0.875726104,0.837995763,0.852856608
PartitionWideEntryWithPredicateOperationFactory.tryToObtainKeysFromIndexes,0.841853595,0.754672057,0.842985673,0.746240811,0.781309479,0.788453678
NioGroovyMethods.eachFileMatch,0.880086762,0.964821928,0.979637389,0.933319255,0.803268541,0.966150135
Log.printRawDiag,0.943622775,0.860351899,0.90491218,0.918354142,0.944026058,0.852559212
LPIntegerNormDistanceFunction.preDistance,0.999475125,0.999514337,0.98642612,0.986245754,0.999501452,0.987061774
TldRegionTracker.trackFeature,0.792028142,0.732432184,0.854948613,0.828711816,0.803647662,0.701010112
ArrayChar.getDataAsByteBuffer,0.774561984,0.773284794,0.822943136,0.718411281,0.774041504,0.742746608
Resolve.findMemberType,0.984053592,0.956617133,0.924222934,0.983843141,0.984064945,0.984008719
HtmlTree.isValid,0.705718706,0.864325545,0.93053834,0.732362793,0.694725917,0.879078817
CmsWidgetDialogParameter.commitValue,0.650804862,0.642126937,0.737309702,0.639965107,0.607274986,0.669687049
Nc4Cursor.readAtomicScalar,0.84639897,0.866337563,0.868959713,0.849254329,0.785845268,0.85213469
FlinkYarnSessionCli.repStep,0.844265617,0.779025575,0.788544492,0.883834009,0.859927208,0.795739145
XMLTokener.skipPast,0.912194674,0.821068303,0.93914402,0.933780258,0.892582577,0.922679934
ROCMultiClass.merge,0.83766276,0.875738025,0.810711048,0.828283324,0.836855464,0.861224902
RangeMassDecomposer.calcERT,0.903103446,0.898248442,0.934666695,0.870563004,0.911976625,0.85122861
FilteredConvexHull2D.computeConvexHull,0.772156088,0.77175733,0.783630062,0.742179176,0.746419663,0.800051797
CompileUnit.addClassNodeToCompile,0.850702509,0.81375483,0.900203869,0.896433992,0.846553908,0.861742764
UpdatableHeap.heapifyUp,0.97871729,0.995826481,0.999919125,0.995734709,0.97865969,0.979503459
Mmff.getAromatics,0.893270514,0.894869439,0.894214773,0.893783066,0.894156288,0.894249103
DelayWatcher.onDelayModify,0.861349413,0.97802888,0.954094846,0.97611243,0.859432614,0.976623752
MetaClassImpl.addMetaMethod,0.929319946,0.864604287,0.909709091,0.923268835,0.877698498,0.869829965
DefaultRGraphAtomMatcher.matches,0.956301441,0.956053888,0.956153594,0.955627391,0.956094789,0.954790638
ImageLoaderCurrent.processFullNameINodes,0.933301995,0.958947648,0.968921816,0.986384753,0.933673615,0.986611292
HTMLUtil.appendMultilineText,0.947307069,0.940816084,0.952767364,0.954166646,0.948702205,0.947819499
PopupMenuItemHistoryReferenceContainer.isEnable,0.96473157,0.987678045,0.964939033,0.96504354,0.964966844,0.987447764
JobInProgress.incrementTaskCounters,0.951785092,0.999927773,0.999884794,0.955616853,0.951452333,0.999892106
MassToFormulaTool.returnOrdered,0.794428929,0.770443485,0.835831893,0.835568499,0.794327124,0.873443048
CompileStack.getLabel,0.724193086,0.878742403,0.885502547,0.877472994,0.724858816,0.853498766
URLResolver.resolveUrl,0.911049753,0.911668843,0.912164391,0.866939075,0.945255846,0.883517241
CmsAvailableRoleOrPrincipalTable.filterTable,0.917710908,0.930062345,0.905997851,0.915216211,0.917242063,0.930239542
Types.isArray,0.963336699,0.993254724,0.993457213,0.938189889,0.925049682,0.993214001
MapUtil.filter,0.849974671,0.899390619,0.935101577,0.866508154,0.850701266,0.894002896
EnforceTrifocalGeometry.process,0.654579652,0.745024858,0.698432216,0.655956187,0.698324872,0.626639676
ProjectiveStructureByFactorization.setDepths,0.944686915,0.967455682,0.976150224,0.956629595,0.944632567,0.974373198
CmsFlexCache.put,0.942106263,0.939425669,0.938329809,0.920755491,0.940547786,0.919485391
DataToCDM.createAtomicVar,0.73398754,0.868501441,0.811967825,0.771087815,0.727101202,0.797784426
NioServer.doListen,0.969416081,0.97069969,0.970397747,0.953900178,0.946909167,0.961988172
MetaClassImpl.retrieveConstructor,0.865357112,0.883643483,0.848459615,0.886647036,0.872619558,0.893615774
AggregateOperationFactory.createAggregate,0.967321009,0.965876925,0.966347184,0.94864507,0.947062374,0.968046505
AbstractEditDistanceFunction.effectiveBandSize,0.697969482,0.642080649,0.915011404,0.640842536,0.716314965,0.713289253
BitCounterUncompressed.setBitOffset,0.909472587,0.891930723,0.873477677,0.915803304,0.897862508,0.831589405
FileInputFormat.getInputPaths,0.945724145,0.984980236,0.984871459,0.991208173,0.956475386,0.947251625
HttpConnection.setCookie,0.849685923,0.840508731,0.941844797,0.864031895,0.867893568,0.889186052
CmsSystemConfiguration.setCredentialsResolver,0.863400154,0.855372075,0.91490229,0.906121491,0.860891878,0.860016365
DataJoinReducerBase.collect,0.886826994,0.879669546,0.890730809,0.852429225,0.870610694,0.888698556
MmffAromaticTypeMapping.contribution,0.799910831,0.869505073,0.904917272,0.777303216,0.774186138,0.779389787
NearCachePreloaderLock.releaseInternal,0.9091914,0.935049076,0.887674725,0.913767971,0.910476524,0.947463087
MessageFormat.findKeyword,0.821000957,0.88116568,0.744377525,0.832563394,0.819189836,0.808291148
ZooKeeperLeaderElectionService.writeLeaderInformation,0.911618567,0.834619089,0.829655945,0.909842621,0.915760883,0.826738988
Counter.setCount,0.959889532,0.911214616,0.847743382,0.963327065,0.948598742,0.951537756
OperationRunnerImpl.extractOperationCallId,0.837032098,0.828510018,0.837069908,0.837624873,0.837184035,0.83700714
ConnectionParam.isDomainExcludedFromProxy,0.999886819,0.979194469,0.994526495,0.985716124,1,0.999917299
Mol2Reader.readMolecule,0.862753083,0.792176765,0.861052013,0.856032999,0.871114589,0.865151117
AtomContainer.addSingleElectron,0.953662288,0.985807714,0.924212186,0.95430587,0.985928675,0.985594024
SameDiff.associateArrayWithVariable,0.950211948,0.977126124,0.955163678,0.982330813,0.949611483,0.977005768
Group.addDimensionIfNotExists,0.992924431,0.991613002,0.991061567,0.985816505,0.995678889,0.97146382
ConfusionMatrix.getActualTotal,0.866344715,0.914431171,0.862022231,0.968669963,0.899563205,0.713191583
Shape.setElementWiseStride,0.962192392,0.962312572,0.962312572,0.962588397,0.962455864,0.962312572
AbstractServlet.printHelpPage,0.912110039,0.936503757,0.948254778,0.937103654,0.905820704,0.902291766
ExpandoMetaClass.getMetaProperty,0.890666209,0.883558016,0.910765851,0.906731896,0.890807392,0.804383108
InductivePartialCharges.getAtomicChargeIncrement,0.874528397,0.883777842,0.864124956,0.909548748,0.902083614,0.890621276
ClientConfigurationUtil.mergeConfiguration,0.773251401,0.80848181,0.762853919,0.728410146,0.742504215,0.758440665
DBUtils.runInsertSelect,0.858738921,0.878220004,0.83528809,0.876040314,0.867880839,0.870709446
Sql.configure,0.948875447,0.941511346,0.935048122,0.874764602,0.949490937,0.775447035
CoverageCoordAxis1D.subsetBuilder,0.950302211,0.924735901,0.932063576,0.942792205,0.954088344,0.840365564
AbstractProxySessionManager.getSessionAcquireCount,0.993300639,0.985207395,0.989377926,0.960997807,0.993143668,0.961638549
LinkFactoryImpl.getClassLink,0.870714074,0.896779478,0.898312108,0.808405743,0.888991125,0.837276346
GempakUtil.TI_CDTM,0.917537827,0.918144553,0.972116491,0.917624927,0.917012417,0.918180668
UsernamePasswordAuthenticationCredentials.getSetCredentialsForUserApiAction,0.978342819,0.95660676,0.907448342,0.955654984,0.970619776,0.958748246
CoronaStateUpdate.get,0.661883114,0.76995606,0.797275421,0.706011038,0.681022309,0.767844777
CmsEncoder.obfuscateBytes,0.885189579,0.942505681,0.914519832,0.911368507,0.884687286,0.926456487
MLLibUtil.pointOf,0.861426555,0.842874588,0.884374048,0.87967199,0.863461999,0.877965684
ConfigXmlGenerator.generate,0.947992437,0.943812032,0.940717871,0.945244449,0.945588086,0.96559667
UtilizationCollectorCached.fetchData,0.887811881,0.92957217,0.937649938,0.8754359,0.942363484,0.93091939
Groovy.execute,0.892467219,0.802667727,0.785365207,0.85183429,0.875623687,0.768872536
FairSchedulerServlet.printFilterInfo,0.86037947,0.927489183,0.856425245,0.83012888,0.877237886,0.837765203
PointTrackerKltPyramid.getInactiveTracks,0.557424011,0.535763575,0.56462028,0.659833249,0.572505328,0.954076036
Compiler.locationPath,0.908213008,0.845401897,0.911127463,0.905229055,0.915813456,0.802825926
CDMUtil.containsVLEN,0.989293563,0.989085038,0.988018341,0.968734671,0.999911734,0.901370691
AbstractMkTree.batchNN,0.825385335,0.952669918,0.830698705,0.947000473,0.901333225,0.882395782
GroovySocketServer.run,0.768799196,0.875641789,0.887130927,0.859907879,0.773395908,0.856006404
ResolveVisitor.resolveOuterNestedClassFurther,0.871983157,0.890308387,0.873848649,0.75179359,0.892646635,0.815079518
IOGroovyMethods.writeLine,0.787452709,0.999886013,1,0.999904373,0.999885754,0.999882335
ClusterLabeledImage.connectInner,0.908683698,0.916095343,0.934028398,0.915630733,0.8708665,0.92398817
ZoneMeta.countEquivalentIDs,0.966473676,0.963469261,0.946772028,0.942079312,0.959727966,0.963338011
AbstractVFState.nextM,0.907064122,0.935871267,0.888247231,0.945473053,0.907869321,0.831322171
ContextGeneralPanel.getPanelSession,0.748159041,0.726496093,0.762440602,0.740192349,0.761886679,0.75536933
StandardFieldsDialog.setFieldPopupMenu,0.967194855,0.992620765,0.992858207,0.992773024,0.96689091,0.992650627
HtmlWriter.getFramesJavaScript,0.876436472,0.706268703,0.832419394,0.971666965,0.865121227,0.702470589
CmsCmisTypeManager.addType,0.790727923,0.791045697,0.770058249,0.792973063,0.774402062,0.809545945
Infer.getParameterizedSupers,0.888306628,0.829149214,0.892492814,0.860347303,0.880828586,0.891339316
Scan.processClassName,0.958900837,0.984972099,0.969492212,0.983556312,0.959019593,0.98469139
MutableHashTable.spillPartition,0.912039939,0.930044074,0.937484283,0.9354705,0.9083812,0.909522376
LogLogisticDistribution.cdf,0.926970636,0.889946199,0.963632844,0.943271107,0.92825223,0.91908451
A3CThreadDiscrete.calcGradient,0.897650323,0.926936822,0.935859099,0.938727681,0.899200172,0.924023081
ColumnOperationUtils.renameColumns,0.855093557,0.889886971,0.917766387,0.836001095,0.856138972,0.887964899
ObjectId.isValid,0.925455967,0.924699267,0.962644933,0.92793184,0.917133308,0.926145188
LayoutRefiner.visitAdj,0.93991434,0.908456557,0.903226156,0.93824436,0.91080221,0.939915527
DocTreeMaker.instance,0.9617535,0.965765651,0.940239632,0.96301566,0.965660564,0.96299465
MolecularFormulaManipulator.getAtomContainer,0.948938279,0.960377904,0.896290369,0.986547841,0.949042936,0.902913308
SnapToLineEdge.computePointsAndWeights,0.880152301,0.841961016,0.8818883,0.895293448,0.862128213,0.705149532
ParosTableAlert.deleteAlert,0.930055259,0.996778117,0.950477776,0.997110531,0.929772094,0.997169118
SynchronousParameterUpdater.update,0.783974834,0.868222358,0.870443316,0.8904354,0.898609307,0.810729267
CmsMessageBundleEditorModel.createContainer,0.89615152,0.64945838,0.957542482,0.896393158,0.906260635,0.906684836
DTMChildIterNodeList.getLength,0.974972958,0.974519965,0.402342784,0.975345012,0.974822929,0.974455105
ContentSummary.write,0.994600561,0.994872499,0.994833549,0.999869739,0.994770697,0.994734367
FileOutputCommitter.markOutputDirSuccessful,0.84441775,0.939180894,0.859862733,0.925032653,0.85573389,0.88573862
TagletWriter.genTagOuput,0.908106182,0.919390868,0.923845568,0.859110835,0.873980584,0.906384479
HttpConnection.setHost,0.847532367,0.927532623,0.976228089,0.916744783,0.9375411,0.926558639
CalibrationPlanarGridZhang99.convertIntoBundleStructure,0.907496064,0.819131533,0.88453554,0.900055314,0.91791177,0.88092671
FSNamesystem.saveNamespace,0.878786544,0.85150178,0.917398934,0.879917888,0.87394726,0.908275928
ClassHelper.makeWithoutCaching,0.943768415,0.971119414,0.982867709,0.952567201,0.943197804,0.960512259
BuildState.calculateDependents,0.89179974,0.94297168,0.954171585,0.917936663,0.879568334,0.887743238
TaskRingBuffer.retrieve,0.999892117,0.999896131,0.999933139,0.999892112,1,1
FastMultidimensionalScalingTransform.randomInitialization,0.922118045,0.920168788,0.943646379,0.945970834,0.921308605,0.927329689
MapDataStores.createWriteBehindStore,0.960574818,0.952740082,0.924229179,0.949897221,0.953170581,0.952550229
CellUtil.getNumericValue,0.848266374,0.888450606,0.927329186,0.868285036,0.886997216,0.899931481
A_CmsListTab.searchTreeItem,0.920593112,0.921311084,0.924448383,0.92728961,0.920437068,0.918605501
GridServiceProvider.setDebugFlags,0.852441263,0.897398602,0.831397686,0.87610439,0.863118022,0.872019892
CertificateX509Key.encode,0.912574576,0.979671723,0.585729848,0.939376334,0.912738037,0.820567672
ChiSquaredDistribution.pdf,0.963273171,0.964044729,0.95646628,0.955513752,0.9633283,0.953342293
UtilityExtensions.formatInput,0.942136262,0.944843844,0.921442397,0.924189056,0.941893109,0.939904413
